code,name,lecturer,description,ects
EC103B,Mathematics & Statistics,Ronan Lyons,"Learning Outcomes:
Having successfully completed this module you will be able to:

Explain and apply statistical terminology;

Formulate simple problems in the language and abstractions of statistics;

Solve simple problems related to the topics in the module;

Abstraction from concrete problems to generic concepts;

Explaining statistical reasoning in clear concise and correct English.
Module Learning Aims:
In the study of statistics we ask the following question: how can we summarize data in a consistent way so as to draw conclusions from them that can be used in decision-making. Many statistical methods use a particular field of mathematics called Probability Theory which will be studied in some detail. In addition statistics uses the same form of logical rigor as mathematics.
Module Content:
Statistics topics discussed during Michaelmas term are:

Graphical and numerical data description;

Probability theory;

Discrete and continuous random variables;

Sampling distributions of the (sample) mean and proportion;

Confidence intervals for the (population) mean and proportion;

Hypothesis tests for the (population) mean and proportion.
",5
EC103C,Mathematics & Statistics,Carol Newman,"Learning Outcomes:
Satisfactory completion of this module will contribute to the development of the following key skills:

Abstraction from concrete problems to generic concepts;

Problem solving using quantitative methods;

Explaining quantitative reasoning in clear concise and correct English.
Module Learning Aims:
In mathematics as applied to business economics and the social sciences we mainly ask questions like: how can we model and analyse individuals' decisions?; how do these change if the environment changes?; what happens to economic output if wages change?; etc.
Module Content:
Linear and quadratic functions;

Indices and logarithms;

Matrices;

Differentiation;

Optimisation of functions of one variable;

Partial differentiation;

Constrained and unconstrained optimisation of functions of several variables;

Basic integration.
",5
EC1040,Introduction To Economic Policy,MT Gaia,"Learning Outcomes:
On successful completion of the two modules in this course you will be able to:

Explain in detail the concepts of demand supply prices and equilibrium and illustrate shifts and movements in demand and supply curves

Discuss the concepts of price floors price ceilings and elasticity

Explain the causes of market failure and understand the role for government

Understand how income inequality and poverty are defined measured and addressed in an economic context

Evaluate market structures including monopoly oligopoly and monopolistic competition Outline the role of competition policy and regulation

Understand the basic structure of the economy

Explain fiscal policy

Explain monetary policy

Understand employment and unemployment

Discuss economic growth
Module Learning Aims:
The first part of this module aims to provide students with a comprehensive outline of some of the core elements of micro economics and their applications. By the end of the first half of the module it is hoped that students will be able to use their knowledge of economic theory and policy so as to have a better understanding of the drivers of demand and supply and of the decision making processes of individuals and businesses. Students should also have an understanding of market failures and how governments can sometimes improve market outcomes.

The second part of this module aims to provide students with a comprehensive outline of some of the core elements of macroeconomics and their applications. By the end of the second half of the module it is hoped that students will be able to use their knowledge of economic theory and policy so as to have a better understanding of how an economy functions.
Module Content:
Michaelmas Term:

A. Introduction to economics: how markets work

Introduction to the subject of economics

Demand supply and equilibrium


Elasticity price floors and price ceilings

B. Market failure

Externalities

Public goods

Information asymmetry

C. Income inequality and poverty

Poverty and income distribution

Global development and inequality

D. Market structures

Perfect competition

Monopoly

Oligopoly & Monopolistic competition

 
Hilary Term

A. Macroeconomics: looking at the economy as a whole

Introduction to Macroeconomics

Circular flow of income

National accounts: GNP and GDP

B. The real economy

Business cycles

Fiscal Policy

Employment and unemployment

C. The monetary economy

Money and banking

Inflation

Monetary policy

D. Economic growth

Factors of production

Productivity

Technology

 
",10
EC104B,Introduction To Economic Policy,– Gaia,"Learning Outcomes:
On successful completion of this module you will be able to:

Explain in detail the concepts of demand supply prices and equilibrium and illustrate shifts and movements in demand and supply curves

Discuss the concepts of price floors price ceilings and elasticity

Explain the causes of market failure and understand the role for government

Understand how income inequality and poverty are defined measured and addressed in an economic context

Evaluate market structures including monopoly oligopoly and monopolistic competition Outline the role of competition policy and regulation
Module Learning Aims:
This module aims to provide students with a comprehensive outline of some of the core elements of micro economics and their applications. By the end of the first half of the module it is hoped that students will be able to use their knowledge of economic theory and policy so as to have a better understanding of the drivers of demand and supply and of the decision making processes of individuals and businesses. Students will have an understanding of market systems. Students should also have an understanding of how governments can sometimes improve market outcomes.
Module Content:
A. Introduction to economics: how markets work

Introduction to the subject of Economics

The characteristics of different demand and supply curves equilibrium

Elasticity price ceilings and price floors

B. Market failure

Externalities

Public goods

Information asymmetry

C. Income inequality and poverty

Poverty and income distribution

Global development and inequality

D. Market structures

Perfect competition

Monopoly

Oligopoly & monopolistic competition
",5
EC104C,Introduction To Economic Policy,Alan Walsh,"Learning Outcomes:
On successful completion of the this course you will be able to:

Understand the basic structure of the economy

Explain fiscal policy

Explain monetary policy

Understand employment and unemployment

Discuss economic growth
Module Learning Aims:
This module aims to provide students with a comprehensive outline of some of the core elements of macroeconomics and their applications. By the end of the module it is hoped that students will be able to use their knowledge of economic theory and policy so as to have a better understanding of how an economy functions
Module Content:
The module is divided into four sections each comprising three topics.

Hilary Term

A. Macroeconomics: looking at the economy as a whole

Introduction to Macroeconomics

Circular flow of income

National accounts: GNP and GDP

B. The real economy

Business cycles

Fiscal policy

Employment and unemployment

C. The monetary economy

Money and banking

Inflation

Monetary policy

D. Economic growth

Factors of production

Productivity

Technology
",5
EC1110,Introduction To Economics A,– Tara,"Learning Outcomes:
Upon successful completion students will be able to:

·   explain and apply basic economic terminology;

·   formulate and address economic and public policy issues using the language and approach of economics;

set up and solve simple economic problems related to the technical topics in this module;

articulate economic reasoning and results to others.

 
Module Learning Aims:
This module provides students with a broad introduction to and overview of introductory microeconomics. As such this module is one of the core building blocks for degree programmes incorporating economics such as BESS (TR081) TSM Economics and PPES
Module Content:
The module focuses on the principles of microeconomics which is concerned with the allocation of scarce resources between competing uses at the disaggregated level of individuals households and firms. The central issue concerns the respective roles of the price mechanism and of the government in resource allocation. The module provides a foundation for the more advanced modules in economics available in later years. It does not assume any previous knowledge of economics and has no pre-requisites.

Topics discussed include:

Technology and Growth

Individual Decision Making

Social Interactions: Game Theory

Property and Power

The Firm

Supply and Demand

Markets Efficiency and Public Policy
",5
EC1111,Introduction To Economics B,LecturersDavide Romelli,"Learning Outcomes:
Upon successful completion students will be able to:

explain and apply basic macroeconomic terminology;

formulate and address economic and public policy issues using the language and approach of economics;

set up and solve simple macroeconomic problems related to the technical topics in this module;

articulate economic reasoning and results to others.
Module Learning Aims:
This module provides students with a broad introduction to and overview of basic macroeconomics. As such this module is the core building block for degree programmes incorporating economics such as BESS (TR081) TSM Economics and PPES.
Module Content:
The module focuses on the principles of macroeconomics and provides a foundation for the more advanced modules in economics available in later years. The module does not assume any previous knowledge of economics and has no pre-requisites.

Topics discussed will include:

Saving and Investment

Money and Banking

Inflation

International Economics

Unemployment

Aggregate Demand and Supply

Monetary and Fiscal Policy

Financial Crisis
",5
EC1130,Mathematics And Statistics A,– Alejandra,"Learning Outcomes:
Having successfully completed this module you will be able to:

Explain and apply statistical terminology;

Formulate simple problems in the language and abstractions of statistics;

Solve simple problems related to the topics in the module;

Abstraction from concrete problems to generic concepts;

Explaining statistical reasoning in clear concise and correct English.
Module Learning Aims:
In the study of statistics we ask the following question: how can we summarize data in a consistent way so as to draw conclusions from them that can be used in decision-making. Many statistical methods use a particular field of mathematics called Probability Theory which will be studied in some detail. In addition statistics uses the same form of logical rigor as mathematics.
Module Content:
Statistics topics discussed during the Michaelmas term are:

Graphical and numerical data description;

Probability theory;

Discrete and continuous random variables;

Sampling;

Confidence intervals;

Hypothesis testing.
",5
EC1131,Mathematics And Statistics B,– Martina,"Learning Outcomes:
Satisfactory completion of this module will contribute to the development of the following key skills:

Abstraction from concrete problems to generic concepts;

Problem solving using quantitative methods;

Explaining quantitative reasoning in clear concise and correct English.
Module Learning Aims:
In mathematics as applied to business economics and the social sciences we mainly ask questions like: how can we model and analyse individuals' decisions? How do these change if the environment changes? What happens to economic output if wages change?
Module Content:
Linear and quadratic functions;

Indices and logarithms;

Matrices;

Differentiation;

Optimisation of functions of one variable;

Partial differentiation;

Constrained and unconstrained optimisation of functions of several variables;

Basic integration.
",5
EC1140,Introduction To Economic Policy A,– Joseph,"Learning Outcomes:
On successful completion of the this course you will be able to:

·     Understand the basic structure of the economy

·     Explain fiscal and monetary policy

·     Understand and interpret macroeconomic data

·     Understand employment and unemployment

Apply economic thinking to everyday topics
Module Learning Aims:
This module aims to provide students with a comprehensive outline of some of the core elements of macroeconomics and their applications. By the end of the module it is hoped that students will be able to read and understand macroeconomic data as well as use their knowledge of economic theory and policy so as to have a better understanding of how an economy functions.
Module Content:
The module is ten topics divided into three sections..

A. Macroeconomics: first steps

National Accounts: GDP and GNP

Economic Growth

Business Cycles

B. Government Policy

Money and banking

Case studies

Fiscal policy

International Competitiveness

C. Macroeconomics in your life

Labor market and unemployment

The economics of migration

Housing market
",5
EC1141,Introduction To Economic Policy B,TBC,"Learning Outcomes:
On successful completion of this module you will be able to:

Explain in detail the concepts of demand supply prices and equilibrium and illustrate shifts and movements in demand and supply curves

Discuss the concepts of price floors price ceilings and elasticity

Explain the causes of market failure and understand the role for government

Understand how income inequality and poverty are defined measured and addressed in an economic context

Evaluate market structures including monopoly oligopoly and monopolistic competition Outline the role of competition policy and regulation
Module Learning Aims:
This module aims to provide students with a comprehensive outline of some of the core elements of micro economics and their applications. By the end of the first half of the module it is hoped that students will be able to use their knowledge of economic theory and policy so as to have a better understanding of the drivers of demand and supply and of the decision making processes of individuals and businesses. Students will have an understanding of market systems. Students should also have an understanding of how governments can sometimes improve market outcomes.
Module Content:
A. Introduction to economics: how markets work

Introduction to the subject of Economics

The characteristics of different demand and supply curves equilibrium

Elasticity price ceilings and price floors

B. Market failure

Externalities

Public goods

Information asymmetry

C. Income inequality and poverty

Poverty and income distribution

Global development and inequality

D. Market structures

Perfect competition

Monopoly

Oligopoly & monopolistic competition
",5
EC2010,Intermediate Economics,Francis O'Toole,"Learning Outcomes:
Having completed this module (successfully) you will be able to:

describe interpret and evaluate economic events through the application of economic analysis/theory;

formulate and address economic policy issues using the language and approach of economic analysis/theory;

set up and solve theoretical economic problems related to the topics in this module; and

articulate economic reasoning and results

 
Module Learning Aims:
This module aims to:

provide those with a fundamental level of economics (e.g. EC1010) with the required foundation in economic analysis/theory necessary for tackling more advanced economic policy and economic theory modules (e.g. EC3010);

provide the core building block for degree programmes specializing in economics such as single or joint honors economics (e.g. BESS PPES and TSM Economics);

provide the appropriate economic tools and terminology for the explanation and interpretation of economic phenomena;

provide the generic theoretical concepts required for a critical analysis of real world economic issues; and

facilitate the use of the clear and concise English that is required for economic reasoning and policy-making.


 
Module Content:
This module provides students with a broad overview of intermediate-level economic theory covering both microeconomic theory and macroeconomic theory.

Michaelmas Term:

The first part of the module addresses microeconomic theory. The material is built around the study of economic agents (e.g. consumers or producers) maximizing objectives (e.g. utility or profits) in an environment of economic constraints (e.g. income or costs). The theory will be supported by a number of applications (e.g. labour-leisure choice consumption-savings choice).

Topics discussed during Michaelmas Term include:

Consumer theory (indifference curves and budget constraints);

Producer theory (isoquant curves and isocost lines);

Market structure (perfect competition monopoly monopolistic competition and oligopoly);

Game theory (Nash equilibrium);

Factor markets;

Welfare economics and general equilibrium.

Hilary Term:

The second part of the module addresses macroeconomic theory. The material is built around the study of the behaviour of the economy as a whole. The approach is based on microeconomic foundations and progresses from individual maximization problems as studied in the microeconomics module to macroeconomic issues and issues confronting the aggregate economy.

Topics discussed during Hilary Term include:

IS-LM Model;

AS-AD Model;

The Open Economy;

Long-Run Growth;

Inflation and Unemployment;

Expectations.
",10
EC201B,Intermediate Economics,Francis O'Toole,"Learning Outcomes:
Having completed this module (successfully) you will be able to:

describe interpret and evaluate economic events through the application of economic analysis/theory;

formulate and address economic policy issues using the language and approach of economic analysis/theory;

set up and solve theoretical economic problems related to the topics in this module; and

articulate economic reasoning and results.
Module Learning Aims:
This module aims to:

provide those with a fundamental level of economics (e.g. EC1010) with the required foundation in microeconomic analysis/theory necessary for tackling more advanced economic policy and economic theory modules (e.g. EC3010);

provide the core building block for degree programmes specializing in economics such as single or joint honors economics (e.g. BESS PPES and TSM Economics);

provide the appropriate microeconomic tools and terminology for the explanation and interpretation of economic phenomena;

provide the generic theoretical concepts required for a critical analysis of real world economic issues; and

facilitate the use of the clear and concise English that is required for microeconomic reasoning and policy-making.
Module Content:
Michaelmas Term:

This module provides students with a broad overview of intermediate-level microeconomic theory. The material is built around the study of economic agents (e.g. consumers or producers) maximizing objectives (e.g. utility or profits) in an environment of economic constraints (e.g. income or costs). The theory will be supported by a number of applications (e.g. labour-leisure choice consumption-savings choice).

Topics discussed include:

Consumer theory (indifference curves and budget constraints);

Producer theory (isoquant curves and isocost lines);

Market structure (perfect competition monopoly monopolistic competition and oligopoly);

Game theory (Nash equilibrium);

Factor markets;

Welfare economics and general equilibrium.
",5
EC201C,Intermediate Economics,Davide Romelli,"Learning Outcomes:
Having completed this module (successfully) you will be able to:

describe interpret and evaluate economic events through the application of macroeconomic analysis/theory;

formulate and address economic policy issues using the language and approach of macroeconomic analysis/theory;

set up and solve theoretical macroeconomic problems related to the topics in this module; and

articulate economic reasoning and results.
Module Learning Aims:
This module aims to:

provide those with a fundamental level of economics (e.g. EC1010) with the required foundation in macroeconomic analysis/theory necessary for tackling more advanced economic policy and economic theory modules (e.g. EC3010);

provide the core building block for degree programmes specializing in economics such as single or joint honors economics (e.g. BESS PPES and TSM Economics);

provide the appropriate economic tools and terminology for the explanation and interpretation of macroeconomic phenomena;

provide the generic theoretical concepts required for a critical analysis of real world economic issues; and

facilitate the use of the clear and concise English that is required for economic reasoning and policy-making.
Module Content:
Hilary Term:

This module provides students with a broad overview of intermediate-level economic theory covering macroeconomic theory. The material is built around the study of the behaviour of the economy as a whole. The approach is based on microeconomic foundations and progresses from individual maximization problems as studied in the microeconomics module to macroeconomic issues and issues confronting the aggregate economy.
Topics discussed include:

IS-LM Model;

AS-AD Model;

The Open Economy;

Long-Run Growth;

Inflation and Unemployment;

Expectations.
",5
EC2020,Economy Of Ireland,MT Ronan,"Learning Outcomes:
On successful completion of this module you will be able to:

identify the key outcomes of interest for economic policymakers in Ireland and the primary tools used to achieve those outcomes;

highlight the main developments in Irish economic history;

outline the lessons to be learned by policymakers from past episodes of Irish economic development;

interpret and analyse public/social policy phenomena in Ireland and elsewhere; and

evaluate public policy-making in Ireland and elsewhere.
Module Learning Aims:
This module aims to:

provide those with a fundamental level of economics (e.g. EC1010 or equivalent) with an understanding of the Irish economy and public policy-making; 

show how various pressures and policies have shaped the development of the Irish economy over time;

economically interpret and evaluate public policy-making in Ireland and elsewhere; and

facilitate the use of clear and concise English that is required for understanding economics and policy-making.
Module Content:
The first half of the module (Michaelmas Term) focuses on how various pressures and policies have shaped the development of the Irish economy over time. This will be achieved by connecting the forces at work that influence the Irish economy from local to global and the options available to policymakers to the outcomes of interest. Policy options include fiscal monetary/macro-prudential and trade-related policies while the “success metrics” of relevance to Irish policymakers include income population employment inequality and prices.

The issue of market provision and/or state provision provides a central and recurring theme in the second half of this module (Hilary Term). Within each policy area covered the module investigates market failure and government failure via for example consideration of externalities informational problems and an examination of the public choice perspective. Specific topics expected to be covered include: inequality; regulation (e.g. “nudging”); taxation; housing (e.g. rent control); education; health; and competition policy.

Michaelmas Term:

Objectives and Outcomes – income population and other success metrics.

Policies and Pressures – fiscal monetary and trade policies; climate technology and other forces affecting Irish development.

Ireland Until Independence – the long 17th Century; Union & the Corn Law; the Great Famine and mass migration.

Ireland Before the EU – autarky; the switch to openness and FDI; joining the EEC.

Modern Economic History – the Celtic Tiger; financialisation and the crash; recent growth.

Hilary Term:

Resource allocation market failures regulation and nudging.

Taxation efficiency and inequality.

Education.

Health.

Housing.

Pensions.
",10
EC202B,Economy Of Ireland,Ronan Lyons,"Learning Outcomes:
On successful completion of this module you will be able to:

identify the key outcomes of interest for economic policymakers in Ireland and the primary tools used to achieve those outcomes;

highlight the main developments in Irish economic history;

outline the lessons to be learned by policymakers from past episodes of Irish economic development.
Module Learning Aims:
This module aims to:

provide those with a fundamental level of economics (e.g. EC1010 or equivalent) with an understanding of the Irish economy and public policy-making; 

show how various pressures and policies have shaped the development of the Irish economy over time;

facilitate the use of clear and concise English that is required for understanding economics and policy-making.
Module Content:
Michaelmas Term

This module focuses on how various pressures and policies have shaped the development of the Irish economy over time. This will be achieved by connecting the forces at work that influence the Irish economy from local to global and the options available to policymakers to the outcomes of interest. Policy options include fiscal monetary/macro-prudential and trade-related policies while the “success metrics” of relevance to Irish policymakers include income population employment inequality and prices.

The Economy as a System – Income population and other success metrics; fiscal monetary and trade policies; climate technology and other forces affecting Irish development.

Ireland Until Independence – the long 17th Century; Union & the Corn Law; the Great Famine and mass migration.

Ireland Before the Celtic Tiger – autarky; the switch to openness and FDI; joining the EEC; the 1980s.

Ireland Since the 1990s – the Celtic Tiger; financialisation and the crash; recent growth.
",5
EC202C,The Economy Of Ireland,Francis O’Toole,"Learning Outcomes:
On successful completion of this module you will be able to:

identify the key outcomes of interest for economic policymakers in Ireland and the primary tools used to achieve those outcomes;

interpret and analyse public/social policy phenomena in Ireland and elsewhere; and

evaluate public policy-making in Ireland and elsewhere.
Module Learning Aims:
This module aims to:

provide those with a fundamental level of economics (e.g. EC1010 or equivalent) with an understanding of the Irish economy and public policy-making; 

show how various pressures and policies have shaped the development of the Irish economy over time;

economically interpret and evaluate public policy-making in Ireland and elsewhere; and

facilitate the use of clear and concise English that is required for understanding economics and policy-making.
Module Content:
The issue of market provision and/or state provision provides a central and recurring theme in this module. Within each policy area covered the module investigates market failure and government failure via for example consideration of externalities informational problems and an examination of the public choice perspective. Specific topics expected to be covered include: inequality; regulation (e.g. “nudging”); taxation; housing (e.g. rent control); education; health; and competition policy.

Hilary Term:

Resource allocation market failures regulation and nudging.

Taxation efficiency and inequality.

Education.

Health.

Housing.

Pensions.
",5
EC2030,Economics Of Public Policy,– Francis,"Learning Outcomes:
Having successfully completed this module you will be able to:

address public/social policy issues through the language and approach of economics; and articulate economic reasoning and results.
Module Learning Aims:
Satisfactory completion of this module will contribute to the development of the following skills:

interpretation of public/social policy phenomena using appropriate economic policy tools and terminology; critical analysis of real world public/social policy issues; and economic reasoning and critical evaluation of same in clear and concise English.
Module Content:
The issue of market provision and/or state provision provides a central and recurring theme in this module. This module begins by examining different philosophical theories of the state possible trade-offs between (economic) efficiency and equity (as well as administrative simplicity) and exploring the (developmental) welfare state. Within each policy area covered the module investigates market failure and government failure via for example consideration of externalities informational problems and an examination of the public choice perspective. Education and health represent two of the major policy areas to be covered. Other specific topics expected to be covered include: poverty and inequality; regulation (e.g. “nudging”); taxation; housing (e.g. rent control) and competition policy.
",10
EC203B,The Economics Of Public Policy,Francis O'Toole,"Learning Outcomes:
Having successfully completed this module you will be able to:

address public/social policy issues through the language and approach of economics; and articulate economic reasoning and results.

Satisfactory completion of this module will contribute to the development of the following skills:

interpretation of public/social policy phenomena using appropriate economic policy tools and terminology; critical analysis of real world public/social policy issues; and economic reasoning and critical evaluation of same in clear and concise English.
Module Learning Aims:
Module Content:
The issue of market provision and/or state provision provides a central and recurring theme in this module. This module begins by examining different philosophical theories of the state possible trade-offs between (economic) efficiency and equity (as well as administrative simplicity) and exploring the (developmental) welfare state. Within each policy area covered the module investigates market failure and government failure via for example consideration of externalities informational problems and an examination of the public choice perspective.
",5
EC203C,The Economics Of Public Policy,Francis O'Toole,"Learning Outcomes:
Having successfully completed this module you will be able to:

address public/social policy issues through the language and approach of economics; and articulate economic reasoning and results.

Satisfactory completion of this module will contribute to the development of the following skills:

interpretation of public/social policy phenomena using appropriate economic policy tools and terminology; critical analysis of real world public/social policy issues; and economic reasoning and critical evaluation of same in clear and concise English.
Module Learning Aims:
Module Content:
The issue of market provision and/or state provision provides a central and recurring theme in this module. Within each policy area covered the module investigates market failure and government failure via for example consideration of externalities informational problems and an examination of the public choice perspective. Education and health represent two of the major policy areas to be covered.
",5
