code,name,lecturer,description,ects
CE7E05,E5: Water Quality And Hydrological Modelling,Coordinator Laurence,"Learning Outcomes:
On successful completion of this subject the student will be able to: To understand the relevance and usefulness of mathematical modelling in both water quality and hydrological scenarios. To be able to devise a conceptual model to solve typical problems within the field of environmental engineering

 
Module Learning Aims:
To understand the relevance and usefulness of mathematical modelling in both water quality and hydrological scenarios. To be able to devise a conceptual model to solve typical problems within the field of environmental engineering
Module Content:
Modeling strategy in hydrology / physical, mathematical and analogue modeling / aquifer testing / groundwater flow modeling / surface hydrological modeling.

Introduction to Modelling / Fundamental relationships / Numerical methods / Streeter-Phelps Dissolved Oxygen Model / Activated Sludge Model / Eutrophication model / Nitrification model

Karst hydrology / Modelling karst conduit networks / Soil Physics / Modelling variably saturated soil hydrology / Modelling pollutant attenuation in the vadose zone

 
",5
CE7E06,E6: Water Resource Planning And Climate Change,Coordinator Bruce,"Learning Outcomes:
Students will gain an understanding of:

Combined use of surface and groundwater resources, including river augmentation schemes and artificial recharge.

The principles of well design, including efficient hydraulic design and appropriate construction materials.

Water resource planning in large river basins, taking the Nile as an example.

Arid zone hydrology, with emphasis on the Middle East.

Protecting groundwater from pollution.

Applications of remote sensing techniques to water resources


 
Module Learning Aims:
To introduce students to a range of current water resource planning issues, in both temperate and arid regions.
Module Content:
See 'Learning Outcomes' above
",5
CE7E07,E7: Sustainable Water Supply And Sanitation,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
CE7E09,E9: Introduction To Environmental Engineering,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
CE7J01,J1: Wind Energy,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
CE7J02,J2: Solar Energy Conversion Applications,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
CE7J03,J3: Building Energy Physics And Control,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
CE7J04,J4: Energy Policy And Building Energy Demand,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
CE7J06,J6: Wave And Hydro Energy,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
CE7M01,M1: Civil Engineering Management,Coordinator Niamh,"Learning Outcomes:
Knowledge of: project management concepts and the use of computers in civil engineering project management; construction contracts and dispute resolution; industrial relations and employment legislation; health and safety legislation and safety management; management and strategic HR.

 
Module Learning Aims:
To become familiar with civil engineering management practices.
Module Content:
Lectures and computer practicals

 
Project management concepts; use of MS Project for civil engineering projects; industrial relations and employment legislation; health & safety; management and strategic HR; construction contracts.
",10
CE7M02,M2: Research Methodology,Coordinator Bidisha,"Learning Outcomes:
On successful completion of this module, students will be able to:

1. Plan and manage a postgraduate research project

2. Critically appraise of existing research tools, methods and publications

3. Identify scope of future research and design a research proposal

4. Summarise, communicate (in written and oral form) research within and outside their own field

5. Recognise issues of plagiarism, confidentiality, data protection and other ethical issues

6. Design engineering experiments and analyse and interpret quantitative information collected

7. Identify and apply appropriate statistical software tool for experimental problem solving
8. Demonstrate understanding of GIS software and apply the same for data analysis~

 
Module Learning Aims:
This course will provide an introduction to students the key aspects of research in engineering, research methods & designs, data collection and analysis, ethical and legal perspectives.

The course aims to:

•     Develop a critical outlook in students regarding published research

•     Support students in the development of their research project

•     Expose students to the organisation, conduct & implementation of research in universities & institutes
•     Enable students to utilise the available research resources and develop a supportive research environment

 
Module Content:
Research Philosophies in Engineering, Research in Academia, Research scopes & problems, Research process and design, Characteristics of good research and choice of research topic.

Components of research proposal, Literature review, Research strategies, Research ethics, Research access.

Data collection, Data analysis, Sampling analysis, Software training (Statistical & GIS), Report writing and Presentation.
",10
CE7M03,M3: Dissertation,Your project,"Learning Outcomes:
On successful completion of this modules students should be able to: 


Formulate design solutions to problems in the field of: Environmental Engineering; Structural Engineering; or Transport Engineering


 

Identify, formulate and address key research questions in Environmental, Structural or Transport Engineering through the design and execution of major individual research dissertations


 

Appraise complex information, formulate judgements and clearly communicate knowledge and conclusions related to Environmental, Structural or Transport Engineering to both specialists and non-specialist audiences in written and verbal formats


 

Identify and critically evaluate gaps in their own knowledge and devise strategies to address this through continued learning.


 
Module Learning Aims:
To be provided by supervisor

 
Module Content:
See Appendix 1 & 2 of MSc in Engineering Handbook
",30
CE7M04,M4: Engineering Project,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
CE7M05,M5: Research Methods 1,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
CE7R01,Reflective Teaching Assistantship,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
CE7S01,S1: Geotechnical Engineering,Coordinator Brendan,"Learning Outcomes:
To understand and apply appropriately in geotechnical design:

Basic geotechnical principles and processes

Laboratory and field testing

Ground investigation

Design Correlations

Embankments

Ground improvement


 
Module Learning Aims:
To provide an understanding of the geotechnical concepts and processes and the application of geotechnical principles and practical guidelines in geotechnical design
Module Content:
Lectures, tutorials, coursework.

 
The syllabus includes the following topics:

Dr O’Kelly will present a series of lectures on the following topics:

Embankment construction on soft ground

Geosynthetic reinforcement and reinforced soil design

Ground improvement, including surcharging and vertical drain designs,

Field monitoring including case study

 
Dr. Trevor Orr will present a series of lectures on the following topics:

Soil as an engineering material

Geotechnical design and the selection of design parameters

Design correlations and their use

Ultimate and serviceability limit state design of spread foundations


 
",5
CE7S02,S2: Advanced Structural Analysis,Coordinator Dermot,"Learning Outcomes:
On successful completion of this module, students will be able to:
1. Identify the appropriate differential equations and boundary conditions for analysing a range of structural analysis and solid mechanics problems.

2. Implement the finite difference method to solve a range of continuum problems.

3. Implement a basic beam-element finite element analysis.

4. Implement a basic variational-based finite element analysis.

5. Implement time-stepping algorithms and modal analysis algorithms to analyse structural dynamic problems.

6. Detail the assumptions and limitations underlying their analyses and quantify the errors/check for convergence.

 
Module Learning Aims:
The aim of the course is to develop the ability of postgraduate Engineering students to develop and implement non-trivial analysis and modelling algorithms.
Module Content:
Course Structure

The Advanced Structural Analysis Module can be taken as a Level 9 course in a single year for 5 ECTS or as a Level 10 course over two years for a total of 10 ECTS. The first year of the module is common to all students, in the second year Level 10 students who have completed the first year of the module will lead the work groups.

The module will run during the first semester from weeks 1 to 12 (with a break during reading week- week 7).

 
Teaching & Learning Methods

The pedagogical approach taken in this course comprises problem based learning. Throughout the course the students will work in small groups tackling a range of engineering analysis problems. In some cases the analysis problems may come directly from the students’ research.

Each topic will be introduced with a number of lectures in which the key concepts are described briefly. The students will be given a series of purpose-written notes summarising the theory and will be directed to problem-specific texts. The students will be required to develop solutions to their assigned problems and deliver presentations on their experience of implementing their solutions.

The objective of the course is to ensure that students can implement the algorithms they develop, therefore the realisation of their solutions is a vital part of the course. Students will be encouraged to develop their solutions using basic programming resources such as excel and Matlab initially to minimise conflicts concerning specific programming languages.

 
Syllabus

Finite Difference analysis & solution of linear equations using relaxation methods

Finite element analysis,

Dynamic analysis of structures including modal analysis and time-stepping algorithms

 
Instability analses

 
Convergence criteria and error bounding

 
",5
CE7S03,S3: Wind And Earthquake Engineering,Brian Broderick,"Learning Outcomes:
On successful completion of this course, students will be able to:

describe the origin of seismic loads and their effect on building structures;

calculate the response of a SDOF system to earthquake ground motion and wind loads;

calculate response spectra from earthquake ground motion records;

draw design spectra for linear and nonlinear structures;

describe the main forms of earthquake resistant structures;

apply the provisions of Eurocode 8 in structural design.

design structures for wind load


 
Module Learning Aims:
This module is suitable for students with a good undergraduate knowledge of structural engineering. It is intended as an introduction to the analysis and design of buildings under seismic and wind loading conditions and contains and review of the relevant principles and methods of structural analysis.

 
 
Students will attended lectures and complete classroom-based tutorials. They will also independently complete larger pieces of coursework, including hand and computer-based calculations using the principles and methods introduced in class. Independent background reading and acquisition of web-based materials will also be required.

 
Module Content:
 Course Content

Response of SDOF dynamic systems: modelling, free vibration, forced vibration, reasonance, Duhamel’s integral.

Engineering seismology and earthquake ground motion.

Earthquake response of SDOF systems: response and design spectra, linear and nonlinear response.

Generalised co-ordinates. Earthquake response of MDOF systems: natural modes and frequencies of vibration, mode superposition.

Relevant provisions of Eurocode 8.

Wind response of structures


 
",5
CE7S04,S4: Bridge Engineering,Coordinator Alan,"Learning Outcomes:
Module Learning Aims:
To provide an understanding of bridge design, modelling, construction and maintenance.
Module Content:
Aesthetics of Bridge Design, Bridge Loading, Introduction to Prestressed Concrete Bridge Design, Preliminary Design, Seismic Performance Assessment, Design of Cable Supported Bridges, Concrete Bridge Durability, Risk Assessment and Whole Life Optimisation.
",5
CE7S05,S5: Advanced Concrete Technology,Coordinator Roger,"Learning Outcomes:
Module Learning Aims:
On successful completion of this subject the student will be able to:

Identify suitable cementitious materials for use in practice

Demonstrate a deep understanding of the principal fresh and hardened properties of concrete

Understand the mechanisms and prevention of durability problems in concrete

Utilise concrete technology solutions in practice on site

Demonstrate an awareness of sustainability issues in relation to concrete


 
Module Content:
1. The constitution, specification and hydration of Portland Cement

Chemical composition, cement properties, international standards, hydration, setting and hardening.

2. Pozzolans

Types, reactivity, mechanical and durability characteristics

3. Properties of concrete

Workability and rheology, strength, maturity, creep, shrinkage and thermal properties, porosity, permeability, and diffusion

4. Resistance to destructive agents

Frost damage, carbonation, chloride ingress, sulphate attack, alkali-silica-reaction, pyrite, causes of cracking

5. New concrete processes and products

Admixtures, high strength concrete, self-compacting concrete, fibres, shotcrete, insulated concrete formwork, rolled reinforcement.

6. Applied Statistics

Variability, regression, curve fitting, significance testing, Student t-test

 

 
",5
CE7S06,S6: Offshore Geotechnical Engineering,Coordinator Trevor,"Learning Outcomes:
 On successful completion of this module, the students should be able to:

Identify situations where soil-structure interaction is likely to occur and assess its impact on the behaviour of a structure

Assess the effects of differential settlement on the behaviour of a structure

Predict the settlements of a structure due to tunnelling

Determine the effect of structural stiffness and rigidity on the loads carried by foundations and on the earth pressures acting on retaining structures


 
Module Learning Aims:
To provide an understanding of the relevance and significance of soil-structure interaction in the case of different types of structures, including embedded and buried structures and how to take soil structure interaction into account in design.

 
Module Content:
Outline Syllabus

This module will examine the following topics:

What constitutes soil-structure interaction

The effects of soil structure interaction

Allowable buildings movements and damage criteria

Hambly’s paradox

Beams on elastic foundations

Earth pressures on retaining walls

Pile foundations and pile groups

Ground movements due to tunnelling

Tunnel behaviour and buried pipes

Other examples of soil-structure interaction – e.g. soil reinforcement.

Teaching & Learning Methods

Lectures, tutorials and coursework
",5
CE7S07,S7: A Unified Theory Of Structures,Coordinator Roger,"Learning Outcomes:
On successful completion of this subject the student will be able to:

develop a theoretical approach to Structural Analysis which combines many of the different aspects into one unified theory governed by fundamental underlying equations and relationships

develop a new and deeper understanding of structural behaviour

understand the underlying concepts behind optimisation theory

develop optimised solutions to practical problems in structural analysis and design


 
Module Learning Aims:
Module Content:
Syllabus
Mathematical Theory of Optimisation:

1. Theory of optimisation, classical and general Lagrangian optimisation, Lagrangian multipliers

2. Primal and dual, slack and surplus variables and conditions for optimality, Kuhn Tucker multipliers and constraints

3. Linear Complimentarity Problems, Karush-Kuhn Tucker conditions for optimality, Primal and Dual linear and quadratic programs.

4. Applications using the Simplex Algorithm

Structural Analysis:

1. Introduction to Static Kinematic Duality, general compatibility relationship, application to elastic statically redundant structures.

2. Introduction to plastic behaviour, uniqueness theorem of plastic collapse, yield conditions for collapse.

3. Elastic and elastoplastic deformations of skeletal frames, the holonomic condition, classical plastic limit analysis involving, upper and lower bound theorems.

4. Basic mechanisms and the duality gap, static and kinematic admissibility

Structural Optimisation

1. Plastic collapse and static/kinematic admissibility as a linear complementary problem, mechanism compatibility.

2. Mesh and nodal dual linear program of plastic limit analysis and synthesis, duality theorem.

3. Non-holonomic elastoplastic behaviour.

4. Applications to real structural optimisation problems using the simplex algorithm.

 
 
Mode of Delivery

Core content via lecture (direct)

Regular personalised individual assignments


 
",5
CE7S08,S8: Concrete Durability And Sustainability,Coordinator Roger,"Learning Outcomes:
On successful completion of this subject the student will be able to:

Appreciate the main factors affecting concrete durability

Design a concrete to withstand standard exposure classes

Demonstrate a deeper understanding of concrete behaviour

Understand the issues surrounding concrete sustainability

Select optimised solutions to practical problems of durability and sustainability in concrete


 
Module Learning Aims:
Module Content:
Syllabus
1. Materials (Dr Pavia, 3 lectures)

1.1 Low energy cements: Waste materials with pozzolanic activity. Chemical processes. Physical changes and their impact on concrete properties and behaviour.

1.2 Recycled aggregates: Types, advantages, limitations and standardisation. Effect on concrete properties.

1.3 Bioconcrete: Hemp-lime concrete and other biomaterials.

 
2. Durability (Prof Dhir, 10 lectures)

2.1 Physical properties of concrete related to durability

2.2 Resistance to destructive agents: Corrosion, carbonation, chloride ingress, sulfate attack, acid attack, alkali silica reaction, pyrites, freeze-thaw damage.

2.3 Corrosion protection: Sacrificial anodes, cathodic protection, desalination

2.4 Design for durability and standards

2.5 Concrete durability specifications

 
3. Sustainability (Dr West, 5 lectures, Prof Dhir 2 lectures)

3.1 Concrete Constituents: low energy concrete, cement manufacture, cement additions, recycled aggregates

3.2 Carbon footprinting and embedded carbon

3.3 Life-cycle costing including durability, maintenance and re-use of concrete

3.4 Thermal Mass and passive heating

3.5 Off-site concrete construction

 
4. Case Studies (Guest speakers, 4 hours)

4.1 Guest Speakers from sustainable concrete projects

4.2 Student presentations on sustainable projects

 
 
Mode of Delivery

Core content via lecture (direct)

Regular personalised individual assignments


 
",5
CE7S09,S9: Advanced Theory Of Structures,Coordinator Roger,"Learning Outcomes:
On successful completion of this subject the student will be able to:

The student will be able to calculate the principal stresses and strains in a 3-D elastic body.

The student will be able to identify problems in structural mechanics as 2-D plane stress or plane strain elasticity problems and analyse for stresses and strains.

The student will be able to analyse plate type of structures with in-plane and out-plane forces and solve for deflection, moments and shears of plates with simple boundary conditions subjected to transverse loading.

The student will be able to analyse simple structural systems with material and geometric nonlinearity.

The student will be able to model and solve for static response of structural systems with arbitrary loading, geometry, material and boundary conditions using finite element analysis.

The student will be able to exercise the necessary skills to be able to derive and manipulate the various equations which describe structural dynamics, within the scope of the course syllabus.

The student will have an appreciation of the relative importance of the various parameters which define the dynamic response to prescribed force histories.

The student will be able to recognize the practical implementation of solutions to SDOF and MDOF problems.
Module Learning Aims:
Mode of Delivery

 The teaching strategy is a mixture of lectures, tutorial and laboratory exercises designed to provide the student with a better knowledge of some advanced theories in structural analysis. The students attend formal lectures during which they are given handouts on parts of the course notes with a few gaps that they fill in during the course of the lecture. The basic course material for most parts of the course is uploaded on the web. The emphasis during the lecture is on allowing the student to focus on the concepts discussed in the lecture. The students are encouraged to pose questions on various issues that may arise.

The tutorials are designed with a view to allow the students to develop modelling skills with an aim to problem solving. The solutions are provided after the attempted tutorials are handed back.

The laboratory exercise is designed to blend and combine three approaches to a technical problem. A problem in structural dynamics is given to them which they first solve analytically. This helps in developing the analytical and conceptual skills. Next, an experiment is designed with the same problem data and the students observe and record the experimental results. The data acquisition provides them with a hands on experience while the report which they submit helps to develop the technical reporting and communication skills. Finally, they analyse the problem numerically by finite element analysis using a commercial software ANSYS, which is quite popular for structural analysis in industrial firms. This part of the exercise exposes the students to commercial packages with a view to introduce them to the experience of industrial application and design in real life situation where complex engineering problems are only possible to be solved numerically using finite elements through software packages. 

 
Module Content:
Syllabus

3-D Elasticity

Stresses and strains

Equilibrium and compatibility

Plane stress/Plane strain problems

Plate theory


 

Structural Dynamics

SDOF system, Equation of motion

Natural response in free vibration, damped and undamped

Response to periodic, transient loads, impulsive loads, Duhamel’s integral

MDOF systems, free vibration, natural frequencies and mode shapes


 

Non-linearity

Non-linear analysis of structures

Geometric/Material non-linearity


 
 Finite Element Method

Finite Element Analysis of structures

Shape functions

1-D bar element

Plane stress/Plane strain element

Beam element

 
 
",5
CE7T01,T01: Transportation Policy,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
CE7T02,T2: Transport Modelling And Planning,Assist. Brian,"Learning Outcomes:
On successful completion of this subject the student will be able to:

Evaluate transport networks using the four stage model.

Discuss how transport networks are designed.

Apply discrete choice models to transportation problems.

Understand how activity based transport models link into the traditional four stage model.

Appreciate the links between land use and transport planning.

Design and plan public transport routes.
Module Learning Aims:
Core content via lecture (direct)

Individual Assignments


 
Module Content:
This module is an optional module which runs in the first semester. A comprehensive overview of the different approaches to modelling transportation networks is provided in this module, equipping students with a variety of tools for examining transportation problems. This module covers the following topics: data, four stage transport modelling (including trip generation, distribution, modal split and assignment; user and social equilibrium), discrete choice modelling, activity based models, transport and land use planning, public transport planning.
",5
CE7T03,T3: Highway Engineering,Coordinator Jim,"Learning Outcomes:
Module Learning Aims:
To provide students with an understanding of highway engineering principles including materials, geometrics, pavement design, highway economics, safety and environmental impacts
Module Content:
Road materials, geometric design, highway pavement design, highway economics, safety and environmental impacts
",5
CE7T04,T4: Intelligent Transportation Systems (Its),Coordinator Bidisha,"Learning Outcomes:
On successful completion of this subject the student will be able to:

Travel behaviour prediction using activity based modelling

Understand and design public transport management and scheduling studies

Develop parking models

Forecast traffic demand using statistical techniques

Develop a basic understanding of the Intelligent Transportation Systems

Implementation and development of incident management schemes for urban and freeway environments


 
Module Learning Aims:
Module Content:
Syllabus
This course introduces advanced topics in transport management. The course will include studies on activity based modelling, incident management and automatic incident detection algorithms. Basics of public transport management and scheduling will be covered along with parking studies. Statistical models of traffic demand forecasting and basics of intelligent transport systems (ITS) will be introduced. The lectures will be accompanied by assignments.

 
Lectures 1-8: Activity based modelling and Incident Management

Lectures 9-16: Public Transport and Parking Studies

Lectures 17-24: Basics of ITS and Traffic Demand Forecasting

 
 
Mode of Delivery

Core content via lecture (direct)

Research paper and case study based group discussions

Individual Assignments


Laboratory Exercises

Lectures will be accompanied by assignments using software such as TRANSYT. The intention of the assignments is to give students training on using essential transport modelling based software.

 
",5
CE7T05,T5: Transport Design,Margaret O’Mahony,"Learning Outcomes:
On completion of this module, students will:

 

Be able to apply engineering knowledge gained in other modules to formulate solutions to multidisciplinary design problems.

Be able to integrate knowledge, handle complexity and formulate judgements with incomplete or limited information

Be able to identify which methods to use to solve complex design challenges

Be able to develop empathy for the users/customers who will use the design.

Be able to iterate through many design cycles.

Have the ability to apply design methods, processes and techniques to unfamiliar, ill-defined problems.

Develop the skills needed to work as individuals and/or in teams

Develop skills in presentation of an idea and solution to potential clients, both verbally and in writing.

Be able to interpret the requirements from design briefs and formulate and appraise potential solutions. In the case of the design project, this involves the ability to:

Identify functional and operational requirements

Identify infrastructural requirements

Appraise the environmental and social impact of the development

Identify and appraise potential sites/routes before making selection

Develop general arrangement drawings, ensuring that the functional requirements are satisfied

Write a technical specification

Conduct detailed designs of key operational features


 
Module Learning Aims:
Problem based learning

Cooperative learning

Individual and group design exercises

Presentations
Module Content:
The aim of the module is to enable the student to use the knowledge gained on the other modules on the programme in an applied way in a design project. Some lectures will be provided, by staff and industry professionals, that are specific and sequenced with the required output of the project phases, but most of the timetabled hours will involve the students working on their design assignments in cooperative learning style sessions.

 
The first part of the module will focus on students delivering a scheme design addressing potential sites/routes depending on transport demand, budget, accessibility, benefits etc having consideration for environmental and social impacts. The second part of the module will involve students preparing designs of detailed operational elements of the scheme. The objective is to develop the student’s design office skills and to challenge the students with realistic problems that force them to make decisions even when faced with limited information. Presentation of the final designs, both verbally and in writing, will be assessed.
",5
CEA1,Civil Engineering Management,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",10
CEA2,Dissertation [Phase 1],,"Learning Outcomes:
Module Learning Aims:
Module Content:
",10
CEA3,Dissertation [Phase 2],,"Learning Outcomes:
Module Learning Aims:
Module Content:
",30
CEB1,Geotechnical Engineering,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
CEB10,Renewable Energy,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
CEB2,Bridge Engineering,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
CEB3,Introduction To Transportation Engineering,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
CEB4,Engineering Hydrology,B Misstear,"Learning Outcomes:
1. Understanding of the principles of hydrometry, including how to measure:

Rainfall

Evapotranspiration

Soil moisture

Stream flow

Groundwater

 
2. Familiarisation with data analysis procedures, including areal interpretation of rainfall from point data, calculation of evapotranspiration, soil moisture budgeting (FAO Penman-Monteith), analysis of flood flows using annual maximum series, unit hydrographs and catchment characteristics.

 
Module Learning Aims:
To provide an understanding of methods used for the measurement and analysis of the main components of the hydrological cycle.

 
Module Content:
",5
CEB5,Introduction To Environmental Analysis,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
CEB6,Environmental Engineering,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
CEB7,Transport Modelling,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
CEB8,Advanced Structural Analysis,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
CEB9,Structural Dynamics And Earthquake Engineering,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
CEC1,Highway Engineering,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
CEC10,Soil Structure Interaction,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
CEC11,A Unified Theory Of Structures,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
CEC2,Applied Transportation Analysis,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
CEC3,Bridge Engineering,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
CEC4,Renewable Energy,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
CEC5,Waste And Environmental Management,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
CEC6,Water Quality And Hydrological Modelling,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
CEC7,Water Resource Planning,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
