code,name,lecturer,description,ects
EN1025,Beginnings Of English Poetry,Alice Jorgensen,"Learning Outcomes:
By the end of this module students will:

 

have read selected poems in Old and Middle English in detail

be able to translate a poem from Old or Middle English into modern English with the help of a glossary

have encountered some of the major genres and topics of poetry in Old and Middle English

have a basic knowledge of verse forms in use in English poetry of the early and later Middle Ages including the classic Old English alliterative metre

have a sense of the multi-lingual context of medieval English poetry

appreciate the role of regional variation in linguistic and formal aspects of Middle English verse

 

 
Module Learning Aims:
Module Content:
In this course students read a selection of Old and Middle English poetic texts and are introduced to the metres genres and some major themes of poetry in the long Middle Ages.
",5
EN1026,Stages Of Theatre,Nicholas Grene,"Learning Outcomes:
By the end of the course students will:

 

Be able to recognize the main features of five periods of theatre from fifth-century Athens to the twentieth century

Be aware of the ways the structure of theatre buildings and the composition of audiences have shaped plays and playing styles

Be alert to the varying conventions of drama in different periods

Have the capacity to read plays as potential texts for performance

Be prepared to apply their knowledge to the analysis of other forms of theatre.

 

 
Module Learning Aims:
Module Content:
After a general introduction lectures on successive theatrical periods will alternate with lectures on individual plays. We will discuss various dramatists ranging from Sophocles Marlowe and Wycherley to Ibsen and Beckett.
",5
EN1027,Poetry,Maria Johnston,"Learning Outcomes:
Module Learning Aims:
Module Content:
It will cover various relevant topics including forms of verse; metaphor and metonymy; symbol and image. Through the analysis of individual poems we will discuss issues of interpretation tradition intentionality and the role of the reader.
",5
EN2025,Anglo-Saxon Identity,Alice Jorgensen,"Learning Outcomes:
Module Learning Aims:
Module Content:
We will focus particularly on prose texts associated with the circle of King Alfred. As Sarah Foot has argued Alfred and his advisors cultivated the shared history of his West Saxon and Mercian subjects and promoted the term `Angelcynn' as the sign of a collective identity; translations and original writings produced at Alfred's instigation not only revisited the Anglo-Saxon origin story found in Bede but reveal how some late-ninth-century Anglo-Saxons situated themselves geographically and in relation to Latin culture (classical patristic and contemporary).
",5
EN2031,Shakespeare: Text Stage Screen,Ema Vyroubalova,"Learning Outcomes:
At the end of this course students will:

 

Have a clear concept of the different genres in which Shakespeare worked

Be conscious of the shaping impact of the early modern theatre on his plays

Be aware of the changing production styles of Shakespearean staging in later periods

Be alert to the interpretative possibilities of different productions of an individual play

Have sufficient knowledge of cinematic technique to be able to analyse specific film versions of the plays and the directorial choices involved

Be able to apply their experience of the course to the interpretation of other theatrical texts.


 
Module Learning Aims:
Module Content:
Examining five selected plays of Shakespeare an early comedy and history two of the tragedies and a late romance.
",5
EN2032,Introduction To Modernism,Philip Coleman,"Learning Outcomes:
By the end of this module students will:

 

Be familiar with a representative range of Modernist authors.

Be able to recognise and articulate the broad concepts and tendencies of Modernism.

Be able to articulate the differences and interrelationships between the key figures of Modernism.

Be familiar with the debates regarding the multiple possible ways of defining Modernism.

Have a clear sense of how Modernism fits in within the history of English (and European) literature

 

 
Module Learning Aims:
Module Content:
We shall discuss the emergence of Modernism in relation to questions of time and space; analyse the defining characteristics of Modernist writing and representation and assess the achievement of Modernism in the context of contemporary developments in science politics culture and the arts. Authors discussed will include Virginia Woolf W.B. Yeats James Joyce T.S. Eliot Ezra Pound Katherine Mansfield and Gertrude Stein.
",5
EN2033,Non-Realist Writing (C19Th And C20Th),Edwina Keown,"Learning Outcomes:
By the end of this module students will:

 

Have a clear understanding of the history of nineteenth and twentieth-century non-realist literature

Be able to evaluate the social historical and cultural contexts of non-realist writing in the period

Have a familiarity with the key literary genres in this context for example the gothic dystopian literature feminist fantasy etc.

Be able to compare and contrast key writers on the course including R.L. Stevenson H.G.Wells Bram Stoker and George Orwell.

Be able to analyse and discuss the significant theorists of non-realist writing. 

 
 
 

 
Module Learning Aims:
Module Content:
Accompanying the 'Great Tradition' of the realist novel from the eighteenth century was an alternative shadow tradition of writing which rejected the dominant realist ideology. Authors covered will include Robert Louis Stevenson Bram Stoker Aldous Huxley George Orwell and Margaret Atwood.
",5
EN2043,Introduction To Post-Colonial Lit And Theory,Melanie Otto,"Learning Outcomes:
By the end of the course students will:

have an understanding of the key debates in postcolonial studies

be familiar with essential texts both theoretical and literary.

have an understanding of English literature as a heterogeneous but global rather than a national phenomenon.

be able to engage with literatures written in English in a theoretical as well as thematic context

be aware of the numerous links between literature and wider cultural and political debates

 
 
 
 

 
Module Learning Aims:
Module Content:
It is designed to introduce students to English literature as a global rather than a national phenomenon and to encourage them to explore links between literature and wider cultural and political debates.
",5
EN2044,Victorianism,Jarlath Killeen,"Learning Outcomes:
By the end of this module students will:

 

have developed an understanding of some important 19th Century writings.

have developed awareness of the historical and social context in which these writings were produced.

have explored the development of particular genres and themes.

have acquired knowledge of critical approaches to the material.

have developed the ability to focus discussion of particular issues through analysis of particular texts.

 

 
Module Learning Aims:
Module Content:
This module will explore the Victorian period through the close study of important Victorian novels of some of the poetry and of some non-fictional prose of the period. It is envisioned that the texts studied will change on a regular basis but will most likely include writing by the Brontës Dickens Hardy Tennyson the penny dreadful writers Hopkins Swinburne Wilde and some popular writers
",5
EN2047,Realism And The Novel,Eve Patten,"Learning Outcomes:
By the end of this course students will be able to:

 

Be able to discuss the tradition and development of realism in literary studies.


Be able to recognise the main features of realist writing in the period covered. 

Be aware of the chronological and contextual fields relevant to both modes of writing and the main authors in view.

Be able to comment in detail on the relevant theoretical material in both discourses.

 Be prepared to apply this knowledge to the analysis of a wide range of non-course texts from these traditions.

 

 
Module Learning Aims:
Module Content:
This course focuses on the constructed nature of 'reality' and realism as conventions used in fiction the assumptions on which these conventions rest and the non-fictional forms of representation which the novel mimics. Writers studied include Defoe Austen Dickens Eliot and Hardy.
",5
EN2048,Popular Literature,Bernice Murphy,"Learning Outcomes:
By the end of this module students will:

have been introduced to many of the key theories and approaches which inform the study of Popular Literature

have been encouraged to interrogate ideas of what constitutes “high” and “low” culture and to consider what the category “popular” actually implies

be able to consider the relationship between gender and the popular and national identity and the popular

be familiar with the emergence of the key genres which constitute Popular Literature: horror fantasy Science fiction the detective novel the Romantic novel the Western comic books and graphic novels etc.

have studied key texts within these genres

have an awareness of the role which the marketing and mass production of literary texts plays in Popular literature and of the significance of the contemporary “best seller” agenda

 
 
 
 

 
Module Learning Aims:
Module Content:
Students will be introduced to key themes and theories of the popular as well as texts and contexts from a wide range of popular genres: detective fiction fantasy horror and science fiction amongst them. Each text will be situated within the context of its particular genre as well as the historical/social context of the time at which it was written. Areas of popular literature which have been critically neglected until fairly recently such as comic books culture and `Chick Lit' will be discussed also. Students will be encouraged to think about ideas of -popularity' and -canonicity' and to interrogate the reasons why certain genres seem to dominate the bestseller lists and the popular imagination at different times.
",5
EN2049,The Making Of 16C. Identity,Amanda Piesse,"Learning Outcomes:
At the end of this course students will:

 

Have a clear concept of the variety and kinds of writing printed in sixteenth-century England

Be aware of the major critical approaches dominating early modern studies in the last fifty years or so

Be conscious of the relationship between literary texts and social contexts and practices in the sixteenth century

Be able to identify the relationship between traditional English literary practice and the influence of the continental Renaissance on writing in English

Be able to interrogate relationships between form and content in literary texts

Be able to apply their experience of the course to other periods of English writing

 
 

 
Module Learning Aims:
Module Content:
This course interrogates the creation of early modern texts c.1490-1603 focussing on the means by which texts in different genres communicate with the reader. It also seeks to create context so there will be some interdisciplinary material especially in terms of science and philosophy.
",5
EN2050,Fables,Ema Vyroubalova,"Learning Outcomes:
By the end of this module students will:

 

Have read a selection of fables satires and allegories from the medieval
period to the early nineteenth century

Have a critical awareness of the diversity of the fable tradition

Be conversant with literary modes such as fable allegory parody and satire

Be aware of the key writers in the evolution of a non-realist tradition before the modern period

Be familiar with relevant critical and theoretical studies

 

 
Module Learning Aims:
Module Content:
Attention will be paid to literary modes such as beast fable allegory parody and satire while studied authors will include Chaucer Skelton More and Coleridge.
",5
EN2052,Beginning Old English,Alice Jorgensen,"Learning Outcomes:
Module Learning Aims:
Module Content:
For students who have not had the opportunity to take the JF SH courses Early English Language and Beginnings of English Poetry this course offers the chance to learn some Old English. We will start with basic grammar and go on to read selected simple prose texts and one much-admired poem The Dream of the Rood.
",5
EN2055,Northern Irish Literature And The Troubles,Tom Walker,"Learning Outcomes:
 
Module Learning Aims:
Module Content:
This course looks at the relationship between Northern Irish Literature and the Troubles from the late 1960s to the mid-1990s. It will cover poetry fiction and drama setting works within their historical and cultural contexts. Focussing on the relationship between literature politics and conflict it will also cover Northern Irish theatrical and periodical culture and debates surrounding the use of various literary modes including realism formalism elegy history myth translation and postmodernism
",5
EN2056,The Discourse Of Discovery In English Renaissance Writing 1500-1630,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
EN2058,Children'S Literature,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
EN2059,Supernatural Literature,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
EN2060,American Identities: Harlem Renaissance To The Present,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
EN2061,Cities In Literature,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
EN2062,Single Author: Dickens,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
EN3459,The Book A,Eve Patten,"Learning Outcomes:
Learning outcomes:

Upon successful completion of this course students should be able to:

Demonstrate an awareness of the history of reading and writing and the evolving nature of publishing;

Evaluate the cultural significance of the evolution of the book as material object;

Reflect on the cultural contexts in which books and their supporting industries have evolved;

Discuss with appropriate resources and references the history of manuscript printing and publishing cultures contexts and technology.
Module Learning Aims:
Module Content:
This 10-ECTS team-taught course will introduce JS students to the origins and evolutions of the material conceptual and virtual objects we know as ‘books’. Course lectures will move chronologically to account for relevant technological and cultural developments including the rise of literacy and the invention of a popular press. Lecture topics will include: reading medieval manuscripts the King James Bible nineteenth-century periodicals; censorship and copyright law; paperback technology and culture; genetic criticism; from print to digital culture. Each lecture is supported by readings from the set text: The Book History Reader eds D. Finkelstein and A. McCleery (second edition 2006). 
",5
EN34A2,An Invisible Literature: Exploring Science Fiction,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",10
EN4330,Postmodern Fiction:Maps Labyrinths And Webs,Brenda Silver,"Learning Outcomes:
Be familiar with a range of texts that illustrate different aspects of postmodern narrative including print narratives film and digital literature.
Have explored these texts in depth through reading responses due weekly and extensive class discussion.
Have acquired an understanding of the theoretical debates that have defined what postmodernism is and their intersections with postmodern fiction.
Show an understanding of the impact of digital media on postmodern narratives and the role of technology in general including the concept of remediation.
Show an understanding of the intersections of the postcolonial and the postmodern.
Understand the historical and cultural contexts in which postmodernism developed and have addressed the question of whether postmodernism is now ""dominant but dead.""
Module Learning Aims:
Module Content:
We'll begin with Virginia Woolf's Between the Acts a work that anticipates the postmodern deconstruction of artistic and cultural narratives characterized by Hal Foster as the ""anti-aesthetic"" and Michael Ondaatji's The English Patient which brings postcolonialism into the discussion. Subsequent readings might include works by Thomas Pynchon J.M. Coetzee Samuel Beckett Jorge Luis Borges Italo Calvino Robert Coover Mark J. Danielewski (House of Leaves) Kathy Acker Angela Carter and Steven Hall (The Raw Shark Texts). We will also look at hypertext fictions by Michael Joyce and Shelley Jackson; Talan Memmott's digital ""codework""; the iconic postmodern film Last Year at Marienbad; and a number of the critical and theoretical essays that have come to define postmodernism in literary studies.
",10
EN4334,Interpreting Shakespeare,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
EN4350,The Book,Eve Patten,"Learning Outcomes:
Upon successful completion of this course students should be able to:

Demonstrate an awareness of the history of reading and writing and the evolving nature of publishing;

Evaluate the cultural significance of the evolution of the book as material object;

Reflect on the cultural contexts in which books and their supporting industries have evolved;

Discuss with appropriate resources and references the history of manuscript printing and publishing cultures contexts and technology.


 
Module Learning Aims:
Module Content:
This 10-ECTS team-taught course will introduce JS students to the origins and evolutions of the material conceptual and virtual objects we know as ‘books’. Course lectures will move chronologically to account for relevant technological and cultural developments including the rise of literacy and the invention of a popular press. Lecture topics will include: reading medieval manuscripts the King James Bible nineteenth-century periodicals; censorship and copyright law; paperback technology and culture; genetic criticism; from print to digital culture. Each lecture is supported by readings from the set text: The Book History Reader eds D. Finkelstein and A. McCleery (second edition 2006). 
",10
EN4355,Hobgoblin Romances And Shilling Shockers: The Rise Of The Literary Gothic 1750-1,Amy Prendergast,"Learning Outcomes:
Upon successful completion of this module students should be able to:

Discuss the social and historical background from which the Gothic aesthetic emerged in the long eighteenth century.

Define key concepts that underpin a full understanding of the literary Gothic.

Analyze critically the set texts while also relating them to each other and their social cultural and political contexts.

Appreciate and engage in existing debate over the definition and meaning of ‘the Gothic’ in the long eighteenth century.
Module Learning Aims:
Module Content:
Haunted castles resurrected bodies murderous monks blood-thirsty vampires and preyed-upon heroines – these are some of the things we expect from a text advertising itself as ‘Gothic’. But what does ‘Gothic’ really mean?

This course introduces students to the emergence and development of a recognizable Gothic aesthetic. It considers the characteristic preoccupations of the Gothic novel while also challenging these stereotypes and engaging with satire. In addition to the novel the course also considers a variety of other genres including poetry chapbooks short fiction non-fiction prose and drama as well as engaging with Gothic illustration and images.

Gothic literature is addressed in relation to the events of the period including the Gordon Riots the 1798 rebellion and the French Revolution. Gender also plays a vital part in the course in relation to both authorship and readership while the negotiation of identity is also assessed particularly in relation to the development of Irish Gothic.
",10
EN4364,Creative Writing Mt,Deirdre Madden,"Learning Outcomes:
On successful completion of this course in Creative Writing a student should be able to:

1 Read texts with the eye and understanding of a writer rather than a critic.

2 Transfer knowledge acquired from their reading to the making of their fiction.

3 Organise the time spent on writing in an efficient and productive manner.

4 Organise their papers and notebooks in an efficient and productive manner.

5 Construct narrative.

6 Write convincing dialogue.

7 Create engaging and convincing characters.

8 Maintain a coherent timeframe within a work of fiction.

9 Create the sense of a physical environment within a work of fiction.

10 Generate original ideas for fiction.

11 Translate lived experience into fiction.

 

 
Module Learning Aims:
Module Content:
This course is intended for students who have already been writing fiction in their own time and who wish to develop their work in a more formal structure. Teaching will take place in small group workshops to facilitate the attention to detail such a course requires. The course contains a reading element including both works of fiction and books of criticism relevant to the writing of fiction. Students will be expected to produce considerable amounts of text in the course of the year. There will be great focus on the craft of fiction and on the skills required to create work that is engaging and artistically satisfying. This year-long course will focus on fiction. There will be three main elements to the course: set exercises to develop the craft of writing; a reading element including fiction and texts concerning fiction to be discussed in class; and fiction generated by the students themselves from their own ideas. Twenty students will be selected for the course which will then be taught in groups of ten on alternate weeks. This will facilitate writing time as students will be expected to produce considerable amounts of text in the course of the year. Assessment will be based on 5000 words of fiction (6000 max) to be set at the end of Michaelmas term and delivered at the start of Hilary term and another 5000 words of fiction (6000 max) to be delivered at the start of Trinity term. This may be a story stories or an extract from a novel.
",10
EN4365,Digital Humanities Now,Susan Schreibman,"Learning Outcomes:
On successful completion of this module students should be able to:

Identify and critique digital humanities as a discipline and as a practice;

Employ a highly developed range of interpretive strategies using appropriate critical vocabulary. 

Generate research questions through the applied techniques of literature review bibliographic enquiry database archive search and other tools of visualization and analysis;

Recognise and articulate the differences between disciplinary practices;

Appraise the discipline from a historical perspective differentiating current trends and theoretical perspectives;

Use high-level transferable skills of analytical and writing techniques.

Evaluate forms of digital humanities practice in sophisticated written and oral presentation.


 
Module Learning Aims:
Module Content:
The term Digital Humanities seems an oxymoron. What you might ask has computation to do with centuries old arts and humanities disciplines. Hasn’t tried and true methods of creating arguments with pen and paper (or now word processors and printouts) served the field admirably? What do the concerns of other disciplines such as information science (standards metadata ontologies controlled vocabularies) and computer science (database modelling semantic web human-computer interaction scripting) have to do with a discipline like literary studies? The answer is everything.

 
This course will explore the burgeoning field of digital humanities – how computational methods are being used to further research and teaching in literary studies. This course will explore how advanced and experimental techniques are being used to challenge and change the very nature of what it means to do research in the field of literature.

 
We will explore areas such as thematic research collections a new genre akin that melds features of scholarly articles and monographs with traditional archival practice; 3D virtual recreations of ancient cities or monastic ruins; born digital literature that embraces sound images and video as easily as text and poses new and substantial challenges in the area of preservation; and the experimental field of datamining and visualization which may provide us with more effective ways of ‘reading’ hundreds even thousands of texts.

 
",10
EN4366,The Gawain-Poet,Brendan O'Connell,"Learning Outcomes:
This one-semester course focuses on the works of a remarkable medieval poet the author of Sir Gawain and the Green Knight. In addition to his most celebrated work he is believed to be the author of three other exceptional Middle English poems: Pearl Cleanness and Patience. All four works survive in a unique copy and we will consider each poem in the order preserved in this manuscript. Pearl a poetic masterpiece is a father’s moving lament for his lost daughter and a profound statement of the gulf between the physical and spiritual the human and the divine. In sharp contrast Cleanness offers a startling apocalyptic vision of mass death and destruction portraying human depravity and divine retribution in unforgettable depictions of the biblical Flood and the destruction of Sodom and Gomorrah. Altogether more witty and playful Patience tells another biblical narrative: the story of Jonah and the Whale. This miniature masterpiece describes one man’s hopeless and comic struggle with his destiny and in many ways anticipates the final poem in the manuscript the splendid Sir Gawain and the Green Knight. Beginning with a Christmas game in which the uncanny Green Knight presents Arthur’s court with a lethal challenge this wonderful narrative charts the fortunes of its hero Sir Gawain as he navigates a world full of danger temptation and unwelcome revelations. While each poem will be considered in its own right we will also highlight ways in which each text illuminates its neighbours and ask what features unify the output of this brilliant but elusive master of medieval literature.

 
Module Learning Aims:
Module Content:
This one-semester course focuses on the works of a remarkable medieval poet the author of Sir Gawain and the Green Knight. In addition to his most celebrated work he is believed to be the author of three other exceptional Middle English poems: Pearl Cleanness and Patience. All four works survive in a unique copy and we will consider each poem in the order preserved in this manuscript. Pearl a poetic masterpiece is a father’s moving lament for his lost daughter and a profound statement of the gulf between the physical and spiritual the human and the divine. In sharp contrast Cleanness offers a startling apocalyptic vision of mass death and destruction portraying human depravity and divine retribution in unforgettable depictions of the biblical Flood and the destruction of Sodom and Gomorrah. Altogether more witty and playful Patience tells another biblical narrative: the story of Jonah and the Whale. This miniature masterpiece describes one man’s hopeless and comic struggle with his destiny and in many ways anticipates the final poem in the manuscript the splendid Sir Gawain and the Green Knight. Beginning with a Christmas game in which the uncanny Green Knight presents Arthur’s court with a lethal challenge this wonderful narrative charts the fortunes of its hero Sir Gawain as he navigates a world full of danger temptation and unwelcome revelations. While each poem will be considered in its own right we will also highlight ways in which each text illuminates its neighbours and ask what features unify the output of this brilliant but elusive master of medieval literature.
",10
EN4368,American Gothic: Landscape Of Fear,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",10
EN4369,Art Writing,Tom Walker,"Learning Outcomes:
On successful completion of this module the student should be able to:

Examine key aspects of the relationship between writing and visual art over the last two hundred years

Discuss the texts and art works studied in detail

Show an awareness of critical approaches to the relation between text and image

Demonstrate some understanding of issues of aesthetics art historical reception museum culture representation and abstraction.
Module Learning Aims:
Module Content:
This one semester option will consider the relationship between literature and the visual arts in the nineteenth century. This will be examined through a range of authors texts and topics from the period as well as in relation to the body of critical and conceptual material that has since responded to this kind of writing. Topics will include the relationship between text and image writing inspired by works of visual art works of visual art inspired by literature questions of aesthetics the history and ideology of the aesthetic including questions of gender and class the literary reception of the visual past and present textual responses to the rise of museum culture and the figure of the artist in literature.

 
",10
EN4372,The American Gothic: Landscape Of Fear,,"Learning Outcomes:
Module Learning Aims:
Module Content:
“If we had less imagination we would feel more secure.” (Yi-Fu Tuan Landscapes of Fear)

 
This one-term course will explore the relationship between the individual and their physical environment in American horror and gothic texts from the beginnings of an independent American literary culture to the present day. From the seemingly savage wilderness that confronted the first European settlers to the brutal realities of frontier life and latterly the rather different varieties of terror found in the rural urban (and then suburban) environments American authors and filmmakers have displayed a notable fascination with the impact that the landscape has upon those who reside there. This course will explore the many reasons why this is the case and also consider the differing ways in which horror and gothic depictions of specific geographical and architectural settings serve to dramatise some of the most profound anxieties and preoccupations associated with the American way of life and American history.

 
Critical reading and short stories to be discussed in class will be made available on Blackboard at the beginning of term. F = Film.

 
",10
