code,name,lecturer,description,ects
CS2010,Algorithms And Data Structures,Vasileios Koutavas,"Learning Outcomes:
Having successfully completed this module students will:

1.   Have gained significant knowledge on algorithms and data structures, and the mathematical theory and techniques to evaluate their efficiency and effectiveness.

2.   Have the ability to evaluate algorithms in terms of their running time and memory space requirements and classify those algorithms in the major complexity classes using appropriate performance models.

3.   Be able to efficiently implement the operations of the main data structures used in most programming.

4.   Gain experience through experiments in implementing effective new and existing algorithms.

5.   Be able to identify the most suitable data structures and algorithms for each programming problem based on the parameters of the problem, the advantages and limitations of each data structura and algorithm, the resources avaliable, the desired performance criteria etc.

6.   Be able to design and implement robust, effective and well-structured Java programs using industry standards such as Abstract Data Types and the approaches of unit testing, test coverage, Design by Contract, and pre-/post-conditions. Students will be able to use the last two approaches to avoid defensive programming.
Module Learning Aims:
The aim of the module is threefold:

1.   To teach effective programming and problem solving, using a core toolset of classical algorithms and data structures.

2.   To introduce the methods for evaluating the performance and requirements of programs written by the students

        3.   To promote effective software engineering by using well-established techniques for code modularity, structuring, debugging and readablity, such as Design by Contract, and unit testing.
Module Content:
Theory:

·     Asymptotic growth functions and analysis of source code to derive running time and space requirements

·     Amortised running time analysis of algorithms

·     Permutations, Combinations and Sets

Data structures:

·     Array and linked list implementations of stacks and queues.

·     Doubly linked lists

·     Union-find

·     Binary trees, binary search trees, balanced search trees, B-trees

·     Hash tables

·     Undirected, directed and weighted graph implementations using adjacency lists

·     Special topics

Algorithms:

·     Recursion vs iteration; tree traversals

·     Greedy algorithms

·     Divide and conquer

·     Graph algorithms

·     Searching and Sorting algorithms

·     Special topics

Programming:

·     Java generics

·     Iterators

·     JUnit testing

Design by Contract
",10
CS2010E,Algorithms And Data Structures,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
CS2013,Programming Project Ii,Inmaculada Arnedillo-Sánchez,"Learning Outcomes:
Upon successful completion of the module students will be able to:

1.    analyse, specify, design, write and test a complete software solution to a complex problem;

2.    apply industry standard methodologies and tools to complex projects;

3.    formulate and schedule intermediate goals and activities in the context of a large group project;

4.    recognise the challenges and opportunities posed by working in project groups;

5.    contribute to the design and analysis of software by means of UML diagrams;
6.    contribute to the production of a requirements document for a substantial software engineering project;

 
Module Learning Aims:
This course introduces students to the discipline of software engineering and requires them to work in groups to complete a complex software project. Groups will be managed in conjunction with more senior students taking the course CS3013. For the duration of this course, students are divided into groups, each of which is closely supervised by the course lecturer and a separate project customer. The course provides students with their first formal experience of group work. They are required to follow a rigorous process consisting initially of requirements gathering, analysis and system design. Thereafter they are required to implement a complex software product using industry standard software engineering tools and methodologies.

The principal aim of this course is to provide students with experience of working together in groups to complete a complex software project. Upon completion of the course students will have gained experience of analysing, specifying, designing and implementing a complete software system. They will also have been exposed to the challenges posed by working in teams and the need to communicate e effectively both within their respective groups and to their project supervisor. 


 
Module Content:
Introduction to Software Engineering

·     Software project life-cycle

·     Requirements analysis for software projects using the Unified Modeling Language

·     System specification and design for software projects using the Unified Modeling Language

·     Theory and practice of project group organisation including group management, communication strategies and problem resolution

·     Programming models for software projects

·     Strategies for source code management

·     Strategies for test-driven development

     Industry standard software development methodologies and tools


 
",5
CS2014,Systems Programming I,Stephen Farrell.,"Learning Outcomes:
When students have successfully completed this module they should be able to:

design and construct clear, maintainable, correctly structured programs in C to solve a variety of practical problems;

develop programs using UNIX development tools such as vi, regular expressions, gcc, gdb and make;

appraise the quality of programming style in existing programs;

distinguish between good, questionable and bad programming style;

assess alternative program design decisions;


 
Module Learning Aims:
Students taking this module have already successfully completed courses in object-oriented Java programming and ARM assembly language programming. This module starts with a new perspective on program construction, with structured programming in C. This part of the module deals with the features of C, sound design principles for structured programming, and the necessary self-discipline required to program in a low-level language like C. Students also learn the basics of how programs are commonly implemented, with special emphasis on the layout of program data in memory. In parallel to learning C programming, the students learn the basics of the Unix Operating System.
Module Content:
*    The C programming language

*    Pointers and dynamic memory allocation/de-allocation

*    Principles of structured programming

*    Abstract data types in structured programming

*    The UNIX operating system

*    UNIX programming tools

*    Programming style appreciation and criticism

 
",5
CS2016,Concurrent Systems And Operating Systems,Mike Brady,"Learning Outcomes:
When students have successfully completed this module they should be able to:

·     recognise standard concurrent programming problems;

·     solve concurrent programming problems using standard techniques;

·     design and implement concurrent programs using standard threading techniques;

·     develop models of concurrent programs using the Promela modelling language;

·     verify the correctness of simple concurrent programs using SPIN;

·     describe algorithms, data structures and policies used in modern operating systems for thread scheduling, memory management, disk I/O and file management;

·     evaluate, compare and reason about the relative performance of algorithms used by operating systems (e.g. page replacement policies);

apply a knowledge of operating system behaviour when developing user-level programs.
Module Learning Aims:
The first part of this module introduces students to concurrency and concurrent programming. The aim is to provide students with the ability to develop concurrent software systems using standard techniques and constructs.

To achieve this aim, students must have a thorough understanding of common problems that arise in concurrent systems and how those problems can be avoided. This module will teach the use of tools and techniques for modelling and verifying the correctness of concurrent systems, applying this through practical laboratory exercises in which small concurrent software systems are developed.

The second part of the module addresses various aspects of the design of modern operating systems. The main aim is to explore how programmers can apply a knowledge of operating system features to the design of efficient applications. This is achieved by examining common algorithms and policies used by modern operating systems, as well as the facilities provided to application programmers. This knowledge is then applied in laboratory exercises.
Module Content:
Concurrency

·     introduction to concurrency;

·     simple multi-threaded programs in Java and C;

·     modelling concurrent systems;

·     interference;

·     mutual exclusion;

·     critical sections;

·     verification of concurrent programs;

·     semaphores;

·     monitors.

Operating Systems

·     operating system architectures;

·     memory management;

·     processor scheduling;

        ·    disk I/O, file systems.
",5
CS2021,Microprocessor Systems,Mike Brady,"Learning Outcomes:
When students have successfully completed this module they will be able to

·     Analyse design requirements to produce a combined hardware and software design for simple systems, selecting peripherals and software architectures most suited to implementing each project.

·     Develop implementation strategies for commissioning simple hardware and software systems.

·     Visualise complex exception and interrupt-handling sequences to recognise potential problem sources and to develop appropriate debugging strategies.

·     Analyse the characteristics of various processor architectures and the standard memory hierarchy.
Work in small teams to design and implement the hardware and software aspects of their projects by dividing the tasks and responsibilities among the group members.

 
Module Learning Aims:
Students bring the knowledge and expertise of programming, digital logic and a small amount of digital electronics to the development of small system integration projects combining program design and implementation with simple interface interfacing and breadboarding.

Each team is provided with a small ARM-based computer, a PC-based integrated development system, some electronic components and breadboarding facilities.

Students have to design, build and test integrated hardware and software systems to provide a certain required functionality.
Students also study processor and memory architectural techniques such as pipelining, superscalar architectures and caches.

 
Module Content:
·     Microprocessor system overview

·     Microprocessor architecture overview

·     Memory hierarchy

·     Interfacing with peripheral devices

·     Device programming
        .     Interrupt and Exception Handling

 
",5
CS2022,Computer Architecture I,Michael Manzke,"Learning Outcomes:
Students will be able to

design substantial logic circuits using register transfer descriptions;

test and verify their design using an industry standard hardware description language (VHDL);

understand the organisation and execution behaviour of general-purpose processor systems;
Module Learning Aims:
The lectures and tutorials treat the detailed design and organisation of microprocessor.

Course Work: Two projects using VHDL and ModelSim to simulate and test their design.

A processor unit (ALU + shifter + fast registers) design and simulation,

An instruction processor design and simulation.

Contents: Digital Logic, Register transfer definition, micro-operations, bus transfers, ALU design, shifter design, hardwired control design, microprogrammed processor control, design of an instruction processor.

The aims of the course are to learn register-transfer specification and design and learn the fundamentals of an instruction processor.
Module Content:
Specific topics addressed in this module include:

•        Digital Logic

•        Register transfer language

•        ALU and shifter design

•        Multiplexer and tristate busses.

•        Datapath design

•        Instruction fetch-decode-execute cycle
",5
CS2031,Telecommunications Ii,Stefan Weber,"Learning Outcomes:
When students have successfully completed this module they should be able to

·    explain the key concepts of networking technologies.

·    describe different mechanisms for error detection and correction.

·    illustrate the communication between networked applications.

analyse communication problems between devices connected by various media.

 
Module Learning Aims:
The module is structured following the Open Systems Interconnect (OSI) model and consists of two parts.

 
The first part of the module focuses on the concepts and mechanisms that are employed in Layer 2 of the OSI model, the Data Link layer. This layer is concerned with the delivery of data between two immediately connected devices i.e. devices that share a common physical medium. The layer coordinates the access to the physical medium and attempts to detect and correct errors introduced by the transfer of signals over the physical medium. The concepts that are employed in this layer are discussed and the students are given exercises that demonstrate the application of these concepts.

 
The second part of the course focuses on Layer 3 of the OSI model. Layer 3, the Network layer, focuses on the interconnection of individual local networks. This layer employs concepts that hide the communication through a LANs and provide an abstraction that allows the communication across various interconnected LANs. The understanding of the mechanisms employed in this layer is essential to the understanding of the implementations and performance of current network technology.


 
Module Content:
Specific topics addressed in this module include:

Introduction

·     Internet Applications – HTTP Case Study (Top Down Approach)

·     Open Systems Interconnect (OSI) model

Data Communications Interface

·     Introduction into Link Layer Issues

·     Asynchronous and Synchronous Transmission

·     Line Configurations – Simplex, Duplex, Point-to-Point and Multipoint Links

Error Detection and Correction

·     Types of Errors – Single-bit Errors, Burst Errors

·     Parity, Block Sum Check/LRC

·     Cyclic Redundancy Check (CRC)

·     Hamming Code

Error and Flow Control

·     Idle RQ, Continuous RQ, Selective Repeat, Go-Back-N

·     X-ON/X-OFF, Sliding Window Protocol

Data Link Protocol

·     Bit Oriented Protocols – PPP

·     High-level Data Link Control (HDLC)

Local Area Networks (10 Mbps)

·     Network Topologies

·     IEEE 802.3 Ethernet Networks

·     IEEE 802.5 Token Ring Networks

·     Layer-2 Switching

Introduction to IP

·     Internet Protocol and Addressing

·     Address Resolution Protocol (ARP)

·     UDP / Multicast

Routing Protocols

·     Circuit and Packet Switching

Link State and Distance Vector Routing Protocols

 
",5
CS2041,Information Management I,Declan O’Sullivan,"Learning Outcomes:
When students have successfully completed this module they should be able to:

Describe and use UML for information modeling

Describe and use XML techniques for data modeling and querying

Describe techniques for exposing and retrieving information on the web using semantic web/linked data approaches


 
Module Learning Aims:
This module focuses on the methods and techniques for efficient management (modelling, manipulation and retrieval) of data and information. It provides a foundation for later modules in database management and advanced information management.

The module explores the fundamental issues related to information management in a system: how information and its exhange is modeled through UML; how data is organised within files, and effectively searched through indexing. Concepts are exercised through the examination of XML as an example file format used to both store and process information. Accompanying technologies for structuring, manipulating and querying XML will be studied and practiced.

The module also explores information on the web, in particular semantic web/linked data techniques.

 
Module Content:
Specific topics addressed in this module include:

Information Modelling

UML for systems modeling

Files and Indexing of Files

XML Fundamentals

XML querying (e.g. Xpath, Xquery)

Semantic Web and Linked Data (e.g. RDF, SPARQL)


 
",5
CS2BC1,Systems Analysis And Design I,Dave Lewis,"Learning Outcomes:
Upon completion of the module, the student will:

 

Be familiar with the concepts of a system and what it means to design, develop and implement a large information system in an organization;

Appreciate the problems facing the systems analyst developing information systems in demanding and changing environments;

Become familiar with the major phases of the system development lifecycle;

Understand the typical organizational structure of large software development projects, including management issues, the roles of key stakeholders, notably those of the business and systems analysts;

Be able to elicit, organize and document the functional requirements and constraints of information systems;

Be able to produce structured specifications of basic systems from systems analysis;

Produce representations of system designs using diagrammatic modeling tools;

Be able to appropriately choose and correctly discriminate between the available tools for software projects having a range of characteristics;
Module Learning Aims:
This module introduces students to the theory and practice of designing, creating and maintaining large software systems within demanding and changing business environments. Modern enterprises are critically reliant on information systems to support their business needs. The module covers the standard business and engineering processes, approaches and disciplines applied in industry today.

 
Module Content:
·     Introduction to systems thinking.

·     Fundamentals of traditional and modern system development lifecycle (SDLC) methodologies;

·     Initiating and planning software development projects;

·     Requirements elicitation and specification techniques;

·     Systems analysis through functional and data modelling tools;

·     Design of database, interactive, distributed and internet systems;

·     Implementing and maintaining a system;

·     Supporting case studies;

 
",5
CS2E03,2E3 Computer Engineering Ii,Research Fellow,"Learning Outcomes:
Upon completion of this module, students will be able to:

·    understand and apply object oriented programming principles to solve real problems

·    write and debug C++ object-oriented programmes identify and apply standard data structures and algorithms;

·    describe how C++ programmes are represented at runtime;

 
Module Learning Aims:
  ·   to build on the Junior Freshman Engineering 1E3 Computer Engineering I module and to give students the ability to understand and apply object oriented programming principles to solve real problems;

·   to teach students to develop and debug programs using an advanced integrated development environment (Microsoft Visual Studio VC++);

·   to introduce students to standard data structures and algorithms and show how and when they can best be applied;

·   to introduce students to both core and advanced programming skills
Module Content:
·   Number systems, data representation and basic computer architecture;

·   Migrating from C to C+

·   Principles of Object Oriented Programming: Encapsulation, Inheritance, Polymorphism, Abstraction.C++ classes, constructors, destructors, overloading, inheritance;

·   Dynamic and stack based memory allocation (e.g. malloc, free, new and delete);

·   File I/O;

·   String, list, stack, queue and tree data structures;

·   Simple 2D graphics;

·   Multi-core programming.


 
",5
CS2LL3,Intermediate Programming And Natural Language,Martin Emms,"Learning Outcomes:
When students have successfully completed this module they should be able to:

·     write, compile and debug C++ code, using command-line tools rather than an integrated development enviroment

·     write code to handle recursive, dynamically allocated data structures, such as syntax trees or the transition graph of a finite state automaton

·     use inheritance to exploit third-party libraries such as for implementing GUIs

·     understand and work with implementations of Finite State Automata and regular languages appreciating both their strengths and weakness and the areas of language processing to which they might be applied

·     understand and work with implementations of context-free grammars and parsers, including stack-based and chart parsers.
·     understand and work with implementations of probabilistic methods in language processing such as statistical parsers, the use of Hidden Markov Models for speech recognition or statistical machine translation

 
Module Learning Aims:
To engender a mastery of the fundamentals of programming in C++, both building on, and differentiating from, prior experience with Java, should the students have that
To likewise provide a solid grounding in the major concepts and algorithms used in Natural Language Processing, exploring many of these through implementations in C+/div>
 
Module Content:
·     Fundamentals of C++ including

1.    built-in types and coercion

2.    pointers, arrays, reference parameters

3.    STL containers string and vector

4.    structs, classes, inheritance (illustrated by Qt library for GUIs)

5.    dynamic memory allocation and recursive data structures

·     Regular languages

1.    notion of finite state automaton and transducer and areas of application

2.    properties and limitations of finite state methods - centre-embedding

3.    C++ implementation of finite state automata

·     Context Free languages

1.    illustration of applications to natural language and potential limitations – crossed dependencies

2.    bottom-up and top-down stack-based parsers, including backtracking. chart-based parsers. Properties of these parsers and their implementation in C+/p>
3.    long-distance dependencies and slash-grammars

·     Feature structures

1.    untyped and typed features structures with their associated unification algorithms and areas of possible application in language description

2.    C++ implementation via the LilFes library

  o Brief intro to Probabilistic Methods in NLP, topic varying year to year, examples being the use of Hidden Markov models in speech recognition, or statistical machine translation

 
",10
CS2LL3E,Intermediate Programming And Natural Language,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
CS3011,Symbolic Programming,Tim Fernando,"Learning Outcomes:
On successful completion of this module, students should be able to:

Describe the basic characteristics of declarative programming in general and Prolog in particular.

Compare declarative and imperative programming

Design, construct and analyze Prolog programs of moderate complexity

Evaluate the suitability of Prolog for simple tasks

Identify and use the different forms of recursion


 
Module Learning Aims:
Acquire competence in Prolog
Module Content:
Basic introduction to Prolog including recursion, definite clause grammars, cuts and negation
",5
CS3012,Software Engineering,Stephen Barrett,"Learning Outcomes:
This course provides students with a solid grounding in various aspects related to building large software systems.

 
The overall aim of this course is for students to learn the fundamental skills for building large, software systems. This entails (i) to recognise the general software lifecycle and its stages from domain analysis to maintenance, (ii) to analyse software in the problem domain, (iii) to identify the fundamental approaches to managing software projects and teams, (iv) to distinguish the roles of stakeholders in a software project in general and in software teams in particular, (v) to recognise architectures for building large-scale distributed software systems.

 
This course covers various aspects related to building software systems ranging from the use of software lifecycle models, to project management, to large-scale software architectures. Specifically, software lifecycle models, including variations of the waterfall and spiral models as well as extreme programming and agile, are introduced along with concepts that are relevant to the specific model stages. These concepts include O-O software design, and domain analysis, requirements and specification analysis, testing and debugging, and version control. Moreover, strategies for managing large software projects and their contracts as well as project teams are presented and contrasted.

 
Module Learning Aims:
When students have successfully completed this module they will be able to:

 
•        explain and compare the key concepts of the waterfall, spiral, and agile/extreme    

        programming lifecycle models.

•        apply strategies for the gathering of software requirements and the generation of 

        software specification.

•        analyse software by means of a set of UML diagrams.

•        compare and apply techniques for managing software projects and teams.

•        explain the philosophy for designing architectures for software systems.

•        collaborate with large open-source software systems.

•    Introduction

•    Software lifecycles

•    Software Processes & Project Management

•    O-O Analysis and UML

•    Domain Analysis

•    Requirements and Specification

•    Design Issues

•    Software maintainability

•    Mining

•    Small and Larger Scale Design

•    Debugging and Testing


 
Module Content:
•    Introduction

•    Software lifecycles

•    Software Processes & Project Management

•    O-O Analysis and UML

•    Domain Analysis

•    Requirements and Specification

•    Design Issues

•    Software maintainability

•    Mining

•    Small and Larger Scale Design

•   Debugging and Testing

 

 
",5
