code,name,lecturer,description,ects
PH7107,Pharmacological And Related Methods,,"Learning Outcomes:
On successful completion of this module students should be able to:
' Identify the major national and international regulatory guidelines for toxicity testing
' Outline some of the approaches used to evaluate toxicity
' Carry out simple pharmacological approaches of drug analysis
' Design a study proprosing appropriate methods for measuring an analyte in a biofluid such as urine or blood.
Module Learning Aims:
Module Content:
",5
PH7108,Biotechnology,,"Learning Outcomes:
On successful completion of this module students should be able to:
' Discuss the biopharmaceutical sector
' Outline how recombinant and monoclonal proteins are produced
' Identify the major elements of protein structure and superstructure
' Demonstrate knowledge of identity, assay and purity as applied to proteins
' Describe the merits and limitations associated with biosimilars
' Explain the regulatory and licensing structure for proteins
' Assess the appropriate ICH guidelines for quality, safety and efficacy of biotechs
' Distinguish between conventional small molecule therapies and proteins from the perspective of quality
' Explain the principles behind commonly used analytical techniques for protein
' Describe a range of appropriate techniques for analysing proteins.
Module Learning Aims:
Module Content:
",5
PH7109,"Physical Methods Of Analysis Used In Formulation Development, Evaluation & Relea",,"Learning Outcomes:
On successful completion of this module students should be able to:
' Describe the basic principles of formulation, with particular reference to simple liquid preparations, semi-solid products, solid dosage forms, aerosols and sustained drug delivery systems
' Outline the importance of particle size, particle size analysis and other powder characteristics and discuss different techniques to characterise pharmaceutical powders
' Describe the role and basic methods used in preformulation studies of pharmaceutical solid dosage forms
' Apply appropriate release testing procedure in assessment of quality of various types of dosage forms
Module Learning Aims:
Module Content:
",5
PH7110,Professional Skills In Pharmaceutical Sciences,,"Learning Outcomes:
On successful completion of this module students should be able to:
' Compare data sets and evaluate significance using a range of statistical tools
' Use trend analysis in quality control and data interpretation
' Define the validation characteristics used in ICH documents and international pharmacopeia
' Design a validation protocol for a chromatographic method
' Carry out a method validation
' Critique validation data
' Describe the probability distributions employed in statistical analysis
' Describe the basic principles of statistical hypothesis testing.
' Employ the methods by which statistical hypotheses may be mathematically examined and validated
' Differentiate between the type and number of samples to be taken within a carefully designed sampling plan
' Use control charts and acceptance testing in quality control procedures
' Apply linear regression analysis and statistical correlation to the pharmaceutical sciences
' Discuss the statistical issues in relation to Biological Assays.
Module Learning Aims:
Module Content:
",10
PH7120,Clinical Pharmacy 1,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",10
PH7121,Social & Administrative Pharmacy 1,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
PH7122,Practice-Based Workbooks 1,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",15
PH7201,Pharmaceutical Chemistry,,"Learning Outcomes:
On successful completion of this module students should be able to:
' Explain the synthetic chemistry methods which are used in the manufacture of selected drug substances (APIs)
' Summarise the regulatory requirements for characterization and specification of pharmaceutical materials
' Specify the regulatory requirements for impurity profiling of drug substances and drug products
' Identify the stability profiles of drug substances and drug products
Module Learning Aims:
Module Content:
1. Drug Synthesis
2. Drug Specifications
3. Drug Impurities
4. Stability of Pharmaceuticals
5. Stability Trials
",5
PH7202,Unit Processes,,"Learning Outcomes:
On successful completion of this module students should be able to:
' Discuss heat and mass transfer processes and their application to pharmaceutical unit operations
' Describe the process of evaporation and the various types of industrial equipment used for evaporation
' Describe the different types of distillation processes and the operation of various stills used for distillation in the pharmaceutical industry
' Describe the theoretical basis of drying processes and the various industrial dryers used for pharmaceuticals
' Describe the different types of filtration processes and equipment used for industrial filtration purposes in the pharmaceutical industry
' Discuss the different grades of water used in pharmaceutical plants and for
pharmaceutical formulations and describe the different unit operations employed to purify water
' Describe the factors which can affect mixing and discuss the equipment used for solid-solid, solid-liquid and liquid-liquid mixing in the pharmaceutical industry
' Discuss the theoretical basis of size reduction of solids, the different mills used to size reduce pharmaceuticals and the basis of their operation
' Discuss the development of industrial unit processes and scale-up of different unit operations.
Module Learning Aims:
Module Content:
1. Heat Transfer 
2. Mass Transfer 
3. Evaporation 
4. Distillation 
5. Pharmaceutical Drying 
6. Filtration 
7. Water Purification 
8. Mixing 
9. Comminution 
10. Methodology for the scale-up and Development of Unit Processes
",5
PH7203,Principles Of Drug Action,,"Learning Outcomes:
On successful completion of this module students should be able to:
' Describe the relationship between pharmacology, physiology and pathology
' Describe eukaryotic cell structure and function
' State the variety of targets to which drugs bind in the body and illustrate their transduction and cell signalling mechanisms
' Define agonist (full, partial and inverse), antagonist (competitive and non competitive) and recall selected examples of each
' Interpret dose response curves and illustrate the meaning of the terms potency, efficacy, selectivity and specificity for both agonists and antagonists
' Describe the principles of biological assays
' Illustrate the principles of drug absorption, distribution, metabolism and excretion
' Explain how toxicity tests are used to estimate maximum residue levels and withholding times
Module Learning Aims:
Module Content:
1. Introduction to Pharmacology
2. Basic Cell Structure and Function
3. How Drugs Act
4. Quantitative Aspects of Drug Action
5. Biological Assays
6. Drug Distribution, Metabolism and Excretion
7. Drug Residues
",5
PH7204,Pharmaceutical Analysis,,"Learning Outcomes:
On successful completion of this module students should be able to:
' Describe the purpose and scope of pharmaceutical analysis
' Define identity, potency and purity and related quality parameters
' Propose methods for estimating these quality parameters
' Describe the structure and purpose of a pharmacopeial monograph
' Evaluate and implement pharmacopeial methods including electrochemical methods
' Interpret and explain spectroscopic data as applied to synthetic and herbal APIs and formulations as appropriate
' Demonstrate knowledge of separative methods, e.g. HPLC, TLC, GC and fundamental chromatographic theory relating to chromatographic behaviour
' Interpret chromatographic data and quantitate from same
' Determine system suitability parameters
' Demonstrate knowledge of key validation characteristics
' Propose approaches to method validation especially for chromatographic methods
' Conduct pharmacopoeial chromatographic assays.
Module Learning Aims:
Module Content:
1. Titrimetric Analysis
2. Physical and Electrochemical Methods
3. Spectroscopy
4. Chromatographic Methods
5. Pharmaceutical Applications of Chromatography
6. Analytical Validation
",5
PH7205,Principles Of Pre-Formulation,,"Learning Outcomes:
On successful completion of this module students should be able to:
' Articulate the importance of pharmaceutical preformulation and be able to determine the appropriate dosage form based on the information collected in the preformulation studies
' Describe the regulatory requirements and pharmacopoeial standards related to pharmaceutical preformulation
' Discuss the solid state properties of drugs and pharmaceutical excipients and be aware of the characterisation methods available to determine those properties
' Describe the powder characteristics including their flow properties
' Demonstrate a detailed knowledge of the dissolution theory and dissolution methods used to determine drug release
' Assess the significance of drug solubility and be aware of the approaches aiming at enhancing drug solubility
' Discuss the rheological aspects of pharmaceutical systems and products.
Module Learning Aims:
Module Content:
1. Preformulation in Context
2. Solid State Properties of Drugs and Pharmaceutical Excipients
3. Powders
4. Dissolution and Release Testing
5. Solubility
6. Rheology
",5
PH7206,Systematic Pharmacology,,"Learning Outcomes:
On successful completion of this module students should be able to:
' Illustrate the organisation and mode of neurotransmission within the sympathetic, parasympathetic, enteric and somatic nervous systems and recall the mechanisms of action and clinical uses of cholinergic and adrenergic drugs within the peripheral nervous system
' Describe the mechanisms of action and clinical uses of drugs which target the various systems in the body including cardiovascular, renal, respiratory, gastrointestinal and endocrine
' Describe the biology of inflammation and the mechanism of action of anti- inflammatory drugs
' List fat and water soluble vitamins and minerals, their dietary sources, role in the body and symptoms of deficiency
' Describe the mechanisms of action and clinical uses of local and general anaesthetic drugs
' Describe the mechanisms and clinical uses of a range of psychotropic drugs including narcotic analgesic, antidepressant, anxiolytic, anti-psychotic and anti-convulsant drugs.
Module Learning Aims:
Module Content:
1.  Autonomic and Somatic Nervous System
2.  Cardiovascular Pharmacology
3.  Diuretics
4.  Inflammation and Anti-Inflammatory Drugs
5.  Respiratory Pharmacology
6.  Local Anaesthetics
7.  Gastrointestinal Pharmacology
8.  Vitamins and Minerals
9.  Endocrine Pharmacology
10. Narcotic Analgesics
11. Psychotropic Drugs
12. General Anaesthetics
13. Epilepsy and Anti-Epilepsy Drugs

 
",5
PH7207,Pharmaceutical Statistics,,"Learning Outcomes:
On successful completion of this module students should be able to:
' Identify the probability distributions employed in statistical analysis
' Define the basic principles of statistical hypothesis testing
' Employ the methods by which statistical hypotheses may be mathematically examined and validated
' Differentiate between the type and number of samples to be taken within a carefully designed sampling plan
' Appreciate the use of control charts and acceptance testing in quality control procedures
' Appreciate the theory and applications of linear regression analysis and statistical correlation to the pharmaceutical sciences
' Assess the statistical issues in relation to Biological Assays
Module Learning Aims:
Module Content:
1. Fundamental Concepts
2. Probability Distributions
3. Statistical Inference
4. Quality Control
5. Regression
6. Principles of Biological Assay
",5
PH7208,Pharmaceutical Processing,,"Learning Outcomes:
On successful completion of this module the student will be able to:
' Describe the basic principles of processing, with particular reference to oral dosage forms such as solutions, suspensions, capsules and tablets
' Describe the processing and production of various topical products such as gels, ointments and creams
' Outline the elements of pharmaceutical processing of relevance to their drug studies
' Discuss GMP considerations in the production of such dosage forms
' Be informed of the importance of proper packaging and labelling of medicines.
Module Learning Aims:
Module Content:
1. Production of Solid Dosage Forms
2. Production of Suppositories
3. Production of Semi-Solid Dosage Forms
4. Production of Liquid Dosage Forms
5. Production of Parenteral and other Dosage Forms
6. Production of Sustained Drug Delivery Systems
7. Production of Aerosols
8. Production of Veterinary Dosage Forms
",5
PH7209,Regulatory Affairs,,"Learning Outcomes:
On successful completion of this module students should be able to:
' Describe the sources of legislation governing pharmaceuticals in Ireland
' Compare and contrast the structure and functions of the regulatory authorities in Ireland, Europe and the USA
' Discuss the mechanisms by which human and veterinary pharmaceutical products, their manufacture and their supply are controlled, both in Ireland and at a European level
' Give a critical account of the legislative controls on clinical trials in Ireland
' Outline the main legislative controls relating to health and safety in Ireland
' Discuss the structure, objectives and administration of the International Conference on Harmonisation, the harmonisation process, and the topics that have been subject to harmonisation.
Module Learning Aims:
Module Content:
1. Introduction to Regulatory Affairs in Ireland;
2. Regulations Governing the Manufacture and Supply of Medicines;
3. Veterinary Medicines Legislation;
4. Clinical Trials;
5. Safety, Health and Welfare Legislation;
6. European Requirements;
7. US Requirements;
8. International Conference on Harmonisation (ICH)
  Appendices
",5
PH7210,Biopharmaceutics & Pharmacokinetics,,"Learning Outcomes:
On successful completion of this module students should be able to:
' Explain the rationale for employing different pharmacokinetic models to interpret biopharmaceutical data
' Employ appropriate pharmacokinetic equations to calculate basic pharmacokinetic parameters when presented with appropriate data
' Interpret the relative importance of pharmacokinetic parameters of a drug when designing a drug delivery system
' Relate the pharmacokinetic and formulation parameters of a drug delivery system to the methods employed in determining bioavailability
' Explain how patient-related factors may impact on individual pharmacokinetic parameters and discuss some methods used to estimate these parameters.
Module Learning Aims:
Module Content:
1. Basic Pharmacokinetic Principles
2. Measurement of Drug Absorption
3. Two Compartment Models
4. Multi Compartment Models/ Physiological Models
5. Nonlinear Pharmacokinetics
6. Dosage Forms and Bioavailability
7. Clinical Pharmacokinetics
",5
PH7211,Sterile Products,,"Learning Outcomes:
On successful completion of this module students should be able to:
' Discuss the requirement for sterility for certain classes of pharmaceutical products
' Describe the main sterilization methods relevant to pharmaceuticals, and define the common terms used when describing sterilization kinetics
' Summarize common tests and parameters measured in assessing the microbial/particulate quality of a sterile product and its environment, and of the sterilization method used
' Discuss the testing and use of commonly used disinfectants and antiseptics.
Module Learning Aims:
Module Content:
1. Introductory Microbiology
2. Bacterial Endotoxins and Pyrogens
3. Anti-Microbial Preservatives
4. Sterilisation
5. Thermal Methods of Sterilisation
6. Filtration
7. Gaseous Sterilisation
8. Sterilisation by Ionizing Radiation
9. Aseptic Processing
10. Monitoring Sterilisation Processes
11. The Use and Evaluation of Chemical Disinfectants and Antiseptics
",5
PH7212,Pharmacognosy & Pharmaceutical Biology,,"Learning Outcomes:
On successful completion of this module students should be able to:
' Understand the importance of aspects of animals and plants used as sources of medicines and their natural sources
' Discuss problems associated with their quality control
' Understand microscopic techniques used to identify plants used as herbal drugs
' Describe Pharmacopoeial methods used to evaluate the quality of herbal drugs
' Explain the major groups of plant metabolites of importance in the production of medicines
' Understand the medicinally important individual compounds included in the European Pharmacopoeia.
Module Learning Aims:
Module Content:
1. An Overview of Plants as Medicines.
2. Plants in Alternative Medicines
3. The Influence of Genetic Factors and the Production Ecology of Plant Secondary Metabolites on QA and Control of Plant Drugs
4. Biosynthesis of Plant Secondary Metabolites
5. Medicinal Plant Alkaloids 

6. Medicinal Plant Glycosides
7. Plant Polysaccharides
8. TheTerpenoids
9. Lipids
10. Types of Microscopes and their Importance
11. Miscroscopical Measurements (Micrometry) using Light Microscopy
12. Quantitative Microscopy
13. Microscopical Features of Plants used in the Identification of Herbal Drugs
14. Standardisation and Evaluation of Vegetable Drugs
15. Animal Products used in Pharmacy 
",5
PH7213,Medical Chemistry,,"Learning Outcomes:
On successful completion of this module students should be able to:
' Explain the function of receptors, agonists and antagonists together with the action of drugs at selected receptors
' Apply and interpret Quantitative Structure - Activity Relationship studies (QSAR) in pharmaceutical applications
' Describe the medicinal chemistry of selected major therapeutic classes of drugs which act as receptor agonists, antagonists and enzyme inhibitors
' Describe the production and characterisation of chiral drugs
' Demonstrate competence in the prediction of the metabolic products formed by drugs
' Assess the applicability of physicochemical parameters to structureactivity studies
' Understand the nature of drug-receptor interactions
' Be familiar with the development of H2 - receptor antagonists
Module Learning Aims:
Module Content:
1. Physicochemical Parameters in Drug Design
2. Drug Stereochemistry
3. Drug-Receptor Interactions
4. Antagonists of Histamine at H2- Receptors
5. Chemical Aspects of Drug Absorption, Distribution, Metabolism and Excretion
",5
PH7214,Project Management,,"Learning Outcomes:
On successful completion of this module students should be able to:
' Work with a Project Management methodology, i.e. the 10 Steps
' Apply the methodology to projects in the workplace
' Plan a project
' Run multiple projects successfully.
Module Learning Aims:
Module Content:
This module takes the form of a one-day workshop with a follow-up day presenting an assignment
",5
PH7215,Chemotherapy & Drug Assessment,,"Learning Outcomes:
On successful completion of this module students should be able to:
' Discuss the physiology and common conditions of the reproductive system
' Describe the actions and uses of drugs in the treatment of menstrual disorders, infertility, menopausal symptoms and as contraceptive preparations
' Discuss the principles of the chemotherapy of cancer and the approaches used to maximise efficacy
' Explain how side effects of cytotoxic drugs may be minimised
' Describe the mechanism of action of the different groups of antibiotics as a basis for their selective toxicity
' Summarise the clinical use of antibiotics, their side effects and cautions to use
' Discuss the nature of antibiotic use and the means to reduce antimicrobial resistance
' Explain the epidemiology of zoonoses and fungal infections
' Describe the mechanism of action of antifungal drugs, their clinical use and side effects
' Describe viral structure, mechanisms of viral multiplication and viral diseases
' Explain the mechanism of action of the different classes of antiviral drugs, their clinical use and side effects
' Describe the types and uses of vaccines
' Describe the tests used to screen for therapeutic activity and for toxicity in drugs and pharmaceutical products
' Describe the various stages of drug discovery, development and the clinical trials process
' Discuss the elements of structure that give Clinical Trials their validity
' Describe the different approaches to monitoring and assessing adverse drug reactions and their strengths and weaknesses
' Illustrate the different types of drug interactions and recall selected examples.
Module Learning Aims:
Module Content:
1. Reproductive Endocrinology
2. Cancer Chemotherapy
3. Antimicrobial Drugs
4. Anti-parasitic Drugs
5. Anti-Viral Drugs
6. Vaccines
7. Drug Screening
8. Toxicity Testing
9. Clinical Trials and Post Marketing Surveillance
10. Drug Interactions
",5
PH7216,Pharmaceutical Biotechnology,,"Learning Outcomes:
On successful completion of this module students should be able to:
' Discuss the biopharmaceutical sector
' Outline how recombinant and monoclonal proteins are produced
' Identify the major elements of protein structure and superstructure
' Demonstrate knowledge of identity, assay and purity as applied to proteins
' Describe the merits and limitations associated with biosimilars
' Distinguish between conventional small molecule therapies and proteins from a quality perspective
' Explain the principles behind commonly used analytical techniques for protein
' Explain the approaches to sterile production of biotech products
' Describe upstream and downstream processing and production of therapeutic proteins
' Describe a range of appropriate techniques for analysing proteins
' Explain the regulatory and licensing structure for proteins
' Assess the appropriate ICH guidelines for quality, safety and efficacy of biotechs
Module Learning Aims:
Module Content:
1. General Introduction
2. Scientific Basis of Biotechnologically Produced Pharmaceuticals
3. Chemical and Physical Characteristics of Proteins
4. Biopharmaceutical Production Overview
5. Biopharmaceutical Quality Control
6. Regulatory Affairs Science for Biotechnology Products
7. Future Biopharmaceuticals
",5
PH7217,Gmp & Design Of Manufacturing Facilities,,"Learning Outcomes:
On successful completion of this module students should be able to:
' Discuss the control of cross contamination in pharmaceutical manufacturing in the context of GMP guidelines
' Discuss the how mix-ups in pharmaceutical manufacturing may be avoided by following GMP guidelines
' Describe the materials of construction and design and layout of pharmaceutical manufacturing facilities and equipment
' Discuss principles of Good Manufacturing Practice in the manufacture, storage and packaging of medicinal products
' Describe the functions of a HVAC system and discuss dust control in solid dosage form manufacture
' Describe process utility systems
Module Learning Aims:
Module Content:
1. Good Manufacturing Practice
2. Quality Management
3. Organisation and Personnel
4. Documentation
5. Qualification and Validation
6. Premises and Equipment
7. Production Facilities
8. Quality Control
9. Auditing
10. Complaints and Product Recall
",5
PH7218,Packaging,,"Learning Outcomes:
On successful completion of this module students should be able to:
' Discuss the importance of proper packaging and labelling of medicines
' Describe materials used in composition of packaging
' Describe the components and types of closures and containers
' Identify the key elements of design for pack security including tamper evidence, child resistance and anti-counterfeiting packaging
' Demonstrate a knowledge of the different methods of packaging depending on the dosage form
' Explain the factors vital for successful packaging including stability testing, regulatory needs, specifications and testing as well as quality.
Module Learning Aims:
Module Content:
1. Materials of Construction
2. Closures and Containers
3. Labelling of Medicines
4. Packaging Types
5. Methods of Packaging
6. Testing Procedures and Regulatory Aspects
7. Safety Aspects of Packaging
8. Packaging Quality Assurance
",5
PH7301,Practice Of Hospital Pharmacy,,"Learning Outcomes:
On successful completion of this module students should be able to:
' Carry out a clinical review of patients' therapy using data gathered from key sources such as nursing/medical staff; nursing/medical notes; laboratory
findings and drug information sources; and critically evaluate the evidence base for medication being used
' Correctly interpret patient characteristics such as age; presenting complaint; past medical/drug history; laboratory findings; physical examination; surgical procedures and investigations
' Demonstrate competency in core clinical skills such as medication history taking, patient medication education and IV calculations
' Demonstrate how to carry out a medication information search and evaluate literature correctly
' Evaluate risk management issues and practise medication error reporting
' Demonstrate knowledge of drug procurement and distribution; drug storage; clinical trial management and other dispensary issues.
Module Learning Aims:
Module Content:
",10
PH7302,Medical Therapeutics I,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",10
PH7303,Medical Therapeutics Ii,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",10
PH7304,Surgical Therapeutics,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
