code,name,lecturer,description,ects
PS1205,Evolutionary Psychology,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
PS1206,Social Psychology,Co-ordinatorJean Quigley,"Learning Outcomes:
On successful completion of this course students will be able to:

·     identify the main classical and contemporary themes and research domains of social psychology [PO1234];

·     explain social psychological models and theories used to describe and theorise about the social world [PO1&2];

·     critically evaluate social psychological theories and positions [PO4];

·     evaluate different types of social psychological research [PO1&2];

 
Module Learning Aims:
This module is designed to introduce students to the field of social psychology and the principles underlying group and individual interaction. It will present the historical and philosophical roots of social psychology in the context of the current state of the discipline. Students will be acquainted with debates and tensions between different schools within social psychology and will be presented with critiques of the discipline. The module aims to present the richness complexity and variety of human social behaviour and the discipline that studies it in a conceptually integrated way.

 
Module Content:
Social Psychology as a discipline:

1.    Defining Social Psychology

2.    A short history of Social Psychology

3.    Experimental vs. Critical approaches

4.    Evidence: Methods of Enquiry 

Evaluating our social world:

5.    The concept of Attitude

6.    Attitude Change

Perceiving social objects:

7.    Constructing the Self 

8.    Social Perception and Attribution

9.    Social Cognition

Understanding our place within the group:

10.  Social identity

11.  Social influence 

12.  Social interaction 

13.  Intergroup relations - Group processes

14.  Prejudice and out-group perception

Interacting with others:

15.  Aggression

16.  Altruism-prosocial behaviour

17.  Interpersonal attraction

Broader perspectives in Social Psychology:

18.  Language & communication in Social Psychology

19.  Social neuroscience

20.  Evolutionary Social Psychology

21.  Culture in Social Psychology

22.  Social Psychology in action

 
",5
PS1207,Perception,CoordinatorFiona Newell.,"Learning Outcomes:
On successful completion of this course students will be able to:

·     describe the development of the structure and function of major sense organs and major sensory areas in human cortex;

·     discuss and evaluate major approaches involved in our understanding of object face and scene pereption;

·     discuss how neurological conditions provide insight into normal perceptual processes;

·     discuss and evaluate major theoretical approaches on the role of attention on perception;

·     discuss and evaluate how motion is perceived;

·     outline and understand major/key issues in developmental perception;

 

 
Module Learning Aims:
This module is designed to introduce students to the field of human perception and the principles underlying perceptual processing within the main sensory systems. The approach of the module is based on cognitive neuroscience and will provide a foundation knowledge of the physiological structure of the main sensory organs and the associated brain structures and also an overview of the functional properties of each of these sensory systems. Students will have knowledge of perception from low-level processing such as stimulus detection to more higher-level processing such as object or person recognition. The module aims to provide an integrated approach to the study of human perception from physiological behavioural and neuropsychological research.

 
Module Content:
 

Introduction to perception
Methods in measuring perception
Methodologies and psychophysics
Physiology of visual system
Visual perception: low-level processing
Visual perception: mid-level processing
Physiology of auditory system
Sound perception
Physiology of somatosensory system
Tactile and haptic perception
Perceptual development
Motion perception
Featural and spatial perception
Object recognition
Face perception and person recognition
Scene perception and recognition
Selective attention and perception
Visual search
Attention and change blindness
Major theoretical approaches to perception
Individual differences in perception (Pt 1)
Individual differences in perception (Pt 2)
",5
PS1208,Fundamentals Of Neuroscience And Behaviour,Shane O'Mara,"Learning Outcomes:
On successful completion of this course students will be able to:

·     identify the main classical and contemporary themes and research domains of neuroscience and behaviour [PO1234];

·     explain neuropsychobiological models and theories used to describe and theorise about the brain and behaviour [PO1&2];

·     critically evaluate neuropsychobiological theories and positions [PO4];

·     evaluate different types of neuropsychobiological research [PO1&2];
Module Learning Aims:
This module is designed to introduce students to the field of social psychology and the principles underlying group and individual interaction. It will present the historical and philosophical roots of social psychology in the context of the current state of the discipline. Students will be acquainted with debates and tensions between different schools within social psychology and to present critiques of the discipline. The module aims to present the richness complexity and variety of human social behaviour and the discipline that studies it in a conceptually integrated way.
Module Content:
1 2 & 3: Introduction to Neuroscience and Behaviour

4 & 5: Brain Organization

6 & 7: Neurons and Neurotransmission

8 & 9: Neuronal Communication; Drugs and Hormones

10 11 & 12: Development; Vision

13 & 14: Hearing Speaking and Movement

15 & 16: Causes of Behaviour; Sleep

17 & 18: Learning and Memory; Cognition and the Brain

19 & 20: Stress and Neurodegenerative disorders

21 & 21: What have we learned?
",5
PS1212,Introduction To Psychology Of Language,CoordinatorJean Quigley,"Learning Outcomes:
On successful completion of this course students will be able to:

Describe the broad functional divisions of the brain relevant for language;
Describe the experimental methods used in language science to understand how the brain is organised to produced and comprehend language;
Describe the structure of the language system;
Critically examine models of speech perception comprehension and production;
Describe the process of infant language acquisition;
Evaluate how findings from developmental and acquired disorders of speech and language can inform understanding of the psychology of language.
Module Learning Aims:
This module will introduce the study of the psychological and neurobiological factors that enable humans to acquire use and understand language. Modern psycholinguistic research makes use of biology neuroscience cognitive science and information theory to study how the brain processes language. Topics covered will include the biological bases of language including methodologies used to study brain processes underlying language comprehension and use the time course of linguistic processing infant language acquisition speech processing and production developmental language disorders and aphasia.
Module Content:
The psychology of language

Animals and language

The structure of the language system

Biological basis of language

Producing Speech

Understanding Speech

Word processing

Sentence processing

Language Acquisition & Development

Breaking the sound barrier
Input and interaction
Developing lexicon
Acquisition of morphology
Linguistic Nativism vs. Usage-based approach

Developmental Language Disorders

Aphasia

Bilingual Language Processing

Language & Thought
",5
PS1214,Foundations Of Psychology,Lorraine Swords,"Learning Outcomes:
Learning Outcomes

On successful completion of this course students will be able to:

discuss how philosophical debates empirical and experimental work in medicine and physiology and evolutionary theory contributed to the emergence of a science of Psychology in the late 1800s;

systematically evaluate the similarities and differences between major perspectives and key thinkers in psychology;

critically appraise the contributions of these major perspectives and key thinkers to the history of psychology and its present-day application;

trace the historic origins and paths of development of psychological knowledge pertaining to childhood mental illness pseudoscience and ethical research practice and critically analyse it within a wider socio-historical and intellectual context;

be critical consumers of psychological knowledge and recognise why certain historical approaches were abandoned while others were improved and refined;

demonstrate capacity for critical thinking about the interplay of core principles research and practice in the development of various psychological disciplines.

Methods of Teaching and Student Learning
The format of lectures will be mostly conventional but students are encouraged to ask questions engage the lecturer in discussion and participate in group work and group presentations as they arise.

Inclusive curriculum: Each lecture and any supporting and accompanying documentation is posted on Blackboard to facilitate independent study and self-paced learning. 
Module Learning Aims:
Rationale and Aims

This module traces the development of the discipline of psychology from its philosophical and physiological foundations right up to its present-day application in various spheres of human activity. Students will be introduced to key historical happenings conceptual issues research approaches and practices within the major psychological perspectives and fields of study.
Module Content:
Module Content

Module Overview

Towards a Science of Psychology

Early Psychological Approaches to Studying Mind & Behavior

Major Psychological Perspectives from the Twentieth Century

Historical Perspectives on…

Children & Childhood

Treating Mental Illness

Psychology & Pseudoscience

Women in Psychology

Ethics
",5
PS1230,Personality And Individual Differences,Rahul Sambaraju,"Learning Outcomes:
On successful completion of this course students will be able to:

• describe and evaluate the various approaches to the study of personality and individual differences and the main research available to support these theories [PO2];
• outline the psychoanalytic approach of Freud and evaluate the contribution of the post Freudians [PO12];
• describe the learning theory of Skinner and its relevance to personality theory [PO2];
• discuss the central tenets of the humanistic approach to personality [PO24];
• discuss the cognitive and social cognitive construction of personality [PO12];
• explain the biological foundations of personality including the genetic component and recent discoveries in neuroscience [PO12];
• outline the trait theories of personality Eysenck’s 3-factor theory Cattell’s 4-factor theory and Costa and McCrae’s 5-factor theory [PO24];
• discuss theories of intelligence and measurement of individual difference [PO2];
• describe types of personality data and personality assessment [PO12].

 
Module Learning Aims:
This module is designed to introduce students to the filed of personality and individual differences. It will trace the development of personality from its historical roots to the present day debates. In addition to the academic perspective it is hoped that students will gain personal insight and be aware of the application of these theories in society.
Module Content:
• Introduction to personality
• Psychoanalytic approach I
• Psychoanalytic approach II
• Post Freudians I
• Post Freudians II
• Learning approaches to personality
• Phenomenological perspectives Rogers I
• Phenomenological perspectives Eastern Psychology 2
• Cognitive and social cognitive theory I
• Cognitive and social cognitive theory II
• Cognitive and social cognitive theory III
• Biological basis of Personality I
• Biological basis of Personality and Trait theory Eysenck
• 1 Trait theory  R.B. Cattell
• The 5 Factor theory
• The structure and measurement of abilities I
• The structure and measurement of abilities II
• Personality assessment
• Applied individual differences
",5
PS1232,Foundations Of Psychological Thought Application,,"Learning Outcomes:
Module Learning Aims:
Module Content:
 

 
",5
PS1233,Brain Cognition Language,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
PS1234,Thinking,Ruth Byrne,"Learning Outcomes:
On successful completion of this course for each topic students will be able to:

Describe the main discoveries and empirical phenomena about the mind and human thinking.

Outline the main explanations and theories for human thinking.

Provide succinct summaries of empirical evidence that supports or refutes alternative theories.

Critically evaluate the current psychological understanding of the various phenomena of human thinking.
Module Learning Aims:
The aim of this module is to provide a foundation in human thinking in particular to familiarise students with contemporary explanations from the interdisciplinary perspective of cognitive science drawing on evidence from cognitive psychology artificial intelligence linguistics philosophy and cognitive neuroscience. The module aims to provide (a) an understanding of the conceptual underpinnings of the study of higher level cognition; (b) analyses of various aspects of thinking including creativity reasoning problem solving decision making and of some relevant aspects of long term memory; and (c) discussion of current challenges in the study of higher level cognition including the relation of cognition and emotion and the problem of consciousness.
Module Content:
Thinking I: Higher level cognition

Thinking II: Topics

Background I: History

Background II: Methods

Creativity I: Insight

Creativity II: Imagination

Reasoning I: Deduction

Reasoning II: Alternative theories

Decision-Making I: Heuristics

Decision-Making II: Risky choices

Problem solving I: Well defined problems

Problem solving II: Expertise

Concepts I: Categorisation

Concepts II: Schemas and knowledge organization

Everyday Memory 1: Eye-witness memories Everyday Memory II: Autobiographical memories

Emotion I: Thinking and emotion

Emotion II: Thinking and disorders

Consciousness I: Alternative theories

Consciousness II: Minds brains and computers

 Issues I: Summary

Issues II: Conclusions
",5
PS1A05,Evolutionary Psychology (Vs),,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
PS1A06,Social Psychology,Jean Quigley,"Learning Outcomes:
On successful completion of this course students will be able to:

 

·     identify the main classical and contemporary themes and research domains of social psychology [PO1234];

 

·     explain social psychological models and theories used to describe and theorise about the social world [PO1&2];

 

·     critically evaluate social psychological theories and positions [PO4];

 

·     evaluate different types of social psychological research [PO1&2];
Module Learning Aims:
This module is designed to introduce students to the field of social psychology and the principles underlying group and individual interaction. It will present the historical and philosophical roots of social psychology in the context of the current state of the discipline. Students will be acquainted with debates and tensions between different schools within social psychology and will be presented with critiques of the discipline. The module aims to present the richness complexity and variety of human social behaviour and the discipline that studies it in a conceptually integrated way.
Module Content:
Social Psychology as a discipline:

 

1.    Defining Social Psychology

 

2.    A short history of Social Psychology

 

3.    Experimental vs. Critical approaches

 

4.    Evidence: Methods of Enquiry 

 

Evaluating our social world:

 

5.    The concept of Attitude

 

6.    Attitude Change

 

Perceiving social objects:

 

7.    Constructing the Self 

 

8.    Social Perception and Attribution

 

9.    Social Cognition

 

Understanding our place within the group:

 

10.  Social identity

 

11.  Social influence 

 

12.  Social interaction 

 

13.  Intergroup relations - Group processes

 

14.  Prejudice and out-group perception

 

Interacting with others:

 

15.  Aggression

 

16.  Altruism-prosocial behaviour

 

17.  Interpersonal attraction

 

Broader perspectives in Social Psychology:

 

18.  Language & communication in Social Psychology

 

19.  Social neuroscience

 

20.  Evolutionary Social Psychology

 

21.  Culture in Social Psychology

 

22.  Social Psychology in action
",5
PS1A07,Perception,CoordinatorFiona Newell.,"Learning Outcomes:
On successful completion of this course students will be able to:

 

·     describe the development of the structure and function of major sense organs and major sensory areas in human cortex;

 

·     discuss and evaluate major approaches involved in our understanding of object face and scene pereption;

 

·     discuss how neurological conditions provide insight into normal perceptual processes;

 

·     discuss and evaluate major theoretical approaches on the role of attention on perception;

 

·     discuss and evaluate how motion is perceived;

 

·     outline and understand major/key issues in developmental perception
Module Learning Aims:
 

This module is designed to introduce students to the field of human perception and the principles underlying perceptual processing within the main sensory systems. The approach of the module is based on cognitive neuroscience and will provide a foundation knowledge of the physiological structure of the main sensory organs and the associated brain structures and also an overview of the functional properties of each of these sensory systems. Students will have knowledge of perception from low-level processing such as stimulus detection to more higher-level processing such as object or person recognition. The module aims to provide an integrated approach to the study of human perception from physiological behavioural and neuropsychological research.

 
 

 

 
Module Content:
1.   Introduction to perception

2.   Methods in measuring perception

3.   Physiology of visual system

4.   Visual processing

5.   Physiology of auditory system

6.   Auditory processing

7.   Physiology of somatosensory system

8.   Tactile and haptic processing

9.   Perceptual development

10.  Motion detection

11.  Motion recognition

12.  Feature recognition

13.  Object recognition

14.  Face perception and person recognition

15.  Perceptual disfunction

16.  Perceiving attractiveness in faces

17.  Scene perception and recognition

18.  Visual search

19.  Attention and perception

20.  Attention and change blindness

21.  Neurological disorders in perception

22.  Major theoretical approaches to perception
",5
PS1A08,Fundamentals Of Neuroscience Behaviour,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
PS1A09,Psychological Disorder,Mac Maclachlan,"Learning Outcomes:
On successful completion of this module students will be able to:
' describe and outline major theoretical approaches to psychological disorder
[PO24];
' identify contemporary diagnostic criteria for a range of disorders [PO123];
' critically evaluate the role of social cultural and economic influences in defining
and diagnosing psychological disorders [PO24];
' describe the application of research methodologies to studying psychological
disorders [PO2];
' appreciate the contribution of psychological factors in the cause expression and
treatment of a range of clinical problems [PO2];
' critically evaluate the efficacy of psychological intervention [PO24].
Module Learning Aims:
This module is designed to introduce students to the field of psychological disorders. This module aims to provide a broad introduction to the major conceptual approaches theories principles and research domains of psychology applied to mental health problems
Module Content:
Introduction

Theoretical Approaches

Legal and Ethical Issues

 

Research Methodologies

Diagnosing Mental Illness

Clinical Assessment

Substance Abuse

Aging

Eating Disorders

Psychophysiological Disorders

Somatoform Disorders

Culture & Disorder

Schizophrenia

Childhood Disorders

Depression

Anxiety

Personality Disorders

Sexual and Gender Identity Disorders

Evaluating Psychotherapy
",5
PS1A12,Introduction To Psychology Of Language (Vs),,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
PS1A13,Cognition And The Brain Vs,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
PS1A14,Foundations Of Psychology Vs,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
PS1A30,Personality Individual Differences (Vs),,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
PS1A32,Foundations Of Psychological Thought Application Vs,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
PS1A34,Thinking (Vs),,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
PS2005,Academic Skills Tutorials 2,,"Learning Outcomes:
On successful completion of this module students will be able to:
' summarise evidence [PO134.6];
' analyse critically [PO24];
' construct an argument [PO2346];
' synthesise [PO14];
' communicate clearly [PO6].
Module Learning Aims:
These small group tutorials are designed to develop student competence in
information search analysis and synthesis and in associated essay writing skills.
The pedagogic goals of the essay writing component of this module are to develop
the separate skills which underpin good essay writing; to shake students out of
'regurgitation' mould; and to develop an attitude of scepticism. The aim of the
presentation element of tutorials is to develop active listening skills and constructive
evaluation and to further develop essay writing skills through focus on:
' clarity of communication
' precise identification of issues/phenomena/question
' succinct summaries of evidence/theoretical argument
' coherent structure
Module Content:
A range of topics selected from the five broad areas of the course are covered.
Topics for the tutorial essays may be from the tutor's area(s) of expertise so that
state-of-the-art feedback can be provided on conten
",5
PS2007,Developmental Psychology,CoordinatorLorraine Swords/Elizabeth,"Learning Outcomes:
On successful completion of this module students will demonstrate an ability to:

explain discuss and critically evaluate a range of developmental theories themes and concepts.

describe discuss and critically evaluate a range of methods used in developmental research.

identify and discuss the significant milestones in key domains of development from infancy to adolescence.

identify and discuss the factors that can promote or hinder child development in these key domains.

detail and critically appraise empirical research relevant to each topic presented. 
Module Learning Aims:
This course provides an introduction to the study of the development of children and adolescents. Students will learn about the changes that occur across different domains of development throughout infancy childhood and adolescence. In addition students will learn about developmental theories themes and concepts and about the methods involved in developmental research.

The course will also address critical issues and frameworks that shape how we understand and study development such as the interacting roles of nature and nurture in development debates about continuity and discontinuity in development the influence of the socio-cultural context on development the role of children in their own development and the interaction of the social cognitive and biological domains in development.
Module Content:
1. Introduction to Developmental Psychology

2. Overview of Theories of Human Development

3. Methodological & Ethical Issues in Developmental Research

4. Genetics and Hereditary Influences on Development

5. Prenatal Development & Birth

6. Development in Infancy

7. Emotional Development & Temperament

8. Attachment

9. Theories of Cognitive Development

10. Gender-Role Development

11. Developing Sense of Self & Social Cognition

12. Aggressive Behaviour

13. Prosocial Behaviour & Moral Development

14. Identity and Adolescence

15. Peer Relationships as a Context for Development

16. Family & Parenting as a Context for Development
",5
PS2008,Foundational Texts In Psychology,,"Learning Outcomes:
Module Learning Aims:
Module Content:
",5
PS2009,Personal And Career Development,Coordinator Tim,"Learning Outcomes:
On successful completion of this module students will be able to:
' distinguish generic degree course related skills from psychology-specific skills [PO2];
' identify the key elements of at least two creative approaches to job-seeking and career planning [PO2];
' explain how degree course related skills (generic and subject-specific) can be applied to job-seeking and career planning [PO2 PO4];
' critically evaluate their skills experiences and interests in relation to at least one career [PO2 PO3 PO4 PO5];
' recognise the importance of identifying the key skills and experiences required by prospective employers and tailoring their own skills and experiences accordingly when making job applications [PO4 PO5];
' identify a range of careers that are suitable for psychology graduates [PO2];
' identify useful sources of careers information [PO2];
' articulate the key elements of the recruitment process [PO2].
Module Learning Aims:
This module is designed to encourage students to identify the subject-specific and
generic skills that are acquired from the degree programme and to identify and
consider how these skills can be applied to career planning and job-seeking. It is
also designed to provide students with practical information about career planning
and job-seeking.
The module takes an active learning approach whereby students are encouraged to
present their ideas and share their findings with their peers via in-class exercises and
presentations. Students are encouraged to consider the applicability of not only
generic degree course related skills (e.g. critical thinking problem-solving) to career
planning and job-seeking but also the relevance of psychology-specific skills (e.g.
impression formation and memory recall techniques) to career planning and jobseeking.
Careers' information is imparted by the lecturers within the
workshops/lectures and by presentations from invited professionals from different
domains of Psychology (e.g. Educational) and domains beyond Psychology that are
suitable for and popular among Psychology graduates (e.g. marketing).
The module has two aims:
1) To encourage students to understand how their degree course related skills can
be successfully used when job-seeking and career planning;
2) To provide students with accurate information regarding careers within
Psychology and career options beyond the discipline.
Module Content:
1. Introduction
2. Opportunity awareness: skills experiences and careers
3. Making informed choices about careers
4. Recruitment and selection processes and procedures
5. Writing applications CVs and cover letters
6. Interviews and assessment centres
7. Generic skills identification and audit
8. Identification and applicability of Psychology-specific skills
9. Careers presentations (1)
10. Careers presentations (2)
11. Sharing career research information
12. Career planning: evaluation requirements and actions
",5
PS2011,Statistics And Methodology Ii,Coordinator Michael,"Learning Outcomes:
On successful completion of this module students will be able to:
' use statistical tests to determine suitability of data for parametric analysis [PO24];
' explain the statistical properties of psychometric testing [PO5];
' explain the principles of ANOVA regression and factor analysis be able to carry them out and interpret and report the results in a manner consistent with journal publication [PO2456];
' identify the importance of considering the principles of power and effect size when designing and piece of result and conducting the subsequent analysis [PO 24];
' critique research design and statistical analysis [PO2 45];
' select appropriate statistical procedure for any research question [PO2];
' discuss the ethical issues within psychological research [PO7];
' use and explain qualitative methodologies [PO25].
Module Learning Aims:
This module builds upon the knowledge assimilated during Statistics and
Methodology I (PS1010) with the statistical and methodological concepts covered
being at a more advanced level commensurate with the students' increasing
knowledge of and exposure to psychological research. The core aims remain
enabling the student to collect explore analyse interpret and present data in a clear
and meaningful way. As such qualitative methodologies will also be explored during
the course. There will be an emphasis on statistical reasoning and how this enables
us to make inferences about the origins of variability in data. The relevance of
hypothesis testing will be questioned and importance of providing additional
information such as effect size will be highlighted. Important concepts such as
statistical power will be explored.
Module Content:
1. Revision of hypothesis testing and statistical inference
2. Statistical power and effect size
3. Binomial distribution including the sign test
4. Introduction to the analysis of variance
5. Factorial ANOVA
6. Interactions and simple main effects
7. Repeated measures ANOVA
8. Post Hoc Tests
9. Mixed factorial ANOVA
10. Testing Parametric assumptions
11. Nonparametric equivalents to ANOVA
12. Regression
13. Multiple regression
14. Reliability
15. Validity
16. Factor analysis I
17. Factor analysis II
18. Psychometrics I
19. Psychometric II
20. Qualitative methodology !
21. Qualitative methodology II
22. Qualitative methodology III
",10
