MEU44BM5,4BIO5 BIOMECHANICS
ME4BIO6,4BIO6 BIOMATERIALS
MEU44BM6,4BIO6 BIOMATERIALS
EEU44C01,4C1 INTEGRATED SYSTEMS DESIGN
EE4C01,4C1 INTEGRATED SYSTEMS DESIGN
EE4C15,4C15 ANALOGUE SIGNAL PROCESSING
EEU44C15,4C15 ANALOGUE SIGNAL PROCESSING
EE4C16,4C16 DEEP LEARNING AND ITS APPLICATION
EEU44C16,4C16 DEEP LEARNING AND ITS APPLICATIONS
EE4C02,4C2 MICROELECTRONIC CIRCUITS
EEU44C02,4C2 MICROELECTRONIC CIRCUITS
EE4C04,4C4 NEXT GENERATION NETWORKS
EEU44C04,4C4 NEXT GENERATION NETWORKS
EE4C05,4C5 DIGITAL SIGNAL PROCESSING
EEU44C05,4C5 DIGITAL SIGNAL PROCESSING
EE4C07,4C7 INFORMATION AND COMMUNICATION THEORY
EEU44C07,4C7 INFORMATION AND COMMUNICATION THEORY
EE4C08,4C8 DIGITAL IMAGE AND VIDEO PROCESSING
EEU44C08,4C8 DIGITAL IMAGE AND VIDEO PROCESSING
CS4LL5,4CSLL5 ADVANCED COMPUTATIONAL LINGUISTICS
CS4D2A,4D2A INFORMATION MANAGEMENT II
CS4D2B,4D2B KNOWLEDGE ENGINEERING
EE4E02,4E02 BIOMEDICAL ENGINEERING PROJECT
ME4E02,4E02 BIOMEDICAL ENGINEERING PROJECT
CE4E1,4E1 MANAGEMENT FOR ENGINEERS
CS4E1,4E1 MANAGEMENT FOR ENGINEERS
EE4E1,4E1 MANAGEMENT FOR ENGINEERS
CEU44E01,4E1 MANAGEMENT FOR ENGINEERS
ME4E1,4E1: MANAGEMENT FOR ENGINEERS (Mechanical)
CE4E2,4E2 CIVIL ENGINEERING PROJECT
CEU44E02,4E2 CIVIL ENGINEERING PROJECT
CS4E2,4E2 COMPUTER ENGINEERING PROJECT
EE4E2,4E2 ELECTRONIC ENGINEERING PROJECT
EEU44E02,4E2 ELECTRONIC ENGINEERING PROJECT
ME4E2,4E2 MECHANICAL ENGINEERING PROJECT
MEU44E02,4E2 MECHANICAL ENGINEERING PROJECT
CE4E2B,4E2B CIVIL ENGINEERING DESIGN GROUP PROJECT: PART 1
CEU44E2B,4E2B CIVIL ENGINEERING DESIGN GROUP PROJECT: PART 1
CE4E2C,4E2B CIVIL ENGINEERING DESIGN GROUP PROJECT: PART 2
CEU44E2C,4E2C CIVIL ENGINEERING DESIGN GROUP PROJECT: PART 2
ME4E04,4E4 INDUSTRIAL PARTNERSHIP/INTERNSHIP
EE4E04,4E4 INDUSTRIAL PARTNERSHIP/INTERNSHIP
MEU44E04,4E4 INDUSTRIAL PARTNERSHIP/INTERNSHIP (MECHANICAL)
CS4E04,4E4 TRINITY INDUSTRY PARTNERSHIP PROJECT
CE4E04,4E4 TRINITY INDUSTRY PARTNERSHIP PROJECT (Civil)
CEU44E04,4E4 TRINITY INDUSTRY PARTNERSHIP PROJECT (CIVIL)
ME4EM4,4E4: ENGINEERING WITH MANAGEMENT INDUSTRIAL PARTNERSHIP/PROJECT
ME4E5,4E5 INNOVATION IN PRODUCT DEVELOPMENT
ME4MM1,4MEMS1 PROJECT
MEU44EM1,4MEMS1 PROJECT
ME4MM2,4MEMS2 ADVANCED MANUFACTURING I - DIGITAL MANUFACTURING
MEU44EM2,4MEMS2 ADVANCED MANUFACTURNG I - DIGITAL MANUFACTURING
ME4MM3,4MEMS3 SUPPLY CHAIN MANAGEMENT
MEU44EM3,4MEMS3 SUPPLY CHAIN MANAGEMENT
ME4MM9,4MEMS9 USER CENTERED DESIGN INNOVATION
MEU44EM9,4MEMS9 USER CENTRED DESIGN INNOVATION
CE5A1,5A1 CIVIL ENGINEERING MATERIALS
CE5A62,5A6(2) STRUCTURES II [ADVANCED DESIGN OF STRUCTURES]
ME5B01,5B01: FLOW INDUCED VIBRATION & FLUID STRUCTURE INTERACTION
ME5B10,5B10: INSTRUMENTATION AND EXPERIMENTAL TECHNIQUES
ME5B02,5B2: ADVANCED MATERIALS
ME5B03,5B3: ADVANCED THERMAL FLUIDS DESIGN
ME5B04,5B4: ENGINEERING VIBRATIONS AND NOISE
ME5B09,5B9: CONTROL ENGINEERING II
ME5BIO1,5BIO1: MEDICAL DEVICES DESIGN
ME5BIO3,5BIO3: TISSUE ENGINEERING
ME5BIO4,5BIO4 FINITE ELEMENT ANALYSIS
ME5BIO7,5BIO7 ADVANCED MEDICAL IMAGING
ME5BIO8,5BIO8 IMPLANTED DEVICES AND SYSTEMS
ME5BIO9,5BIO9 FOUNDATION MEDICAL DEVICES DESIGN
EE5C01,5C1 MOTION PICTURE ENGINEERING
EE5C16,5C16 DEEP LEARNING AND ITS APPLICATIONS
EE5C02,5C2 WIRELESS NETWORKS AND COMMUNICATIONS
EE5C03,5C3 STATISTICAL SIGNAL PROCESSING
EE5C04,5C4 SPEECH AND AUDIO ENGINEERING
EE5C07,5C7 COMPLEX SYSTEMS SCIENCE
EE5E01,5E01 BIOMEDICAL ENGINEERING RESEARCH PROJECT
ME5E01,5E01 BIOMEDICAL ENGINEERING RESEARCH PROJECT
CE5E1,5E1 CIVIL ENGINEERING RESEARCH PROJECT
EE5E1,5E1 ELECTRONIC ENGINEERING RESEARCH PROJECT
ME5EM1,5E1 ENGINEERING WITH MANAGEMENT RESEARCH PROJECT
CS5E1,5E1: COMPUTER ENGINEERING RESEARCH PROJECT
ME5E1,5E1: MECHANICAL ENGINEERING RESEARCH PROJECT
CE5E2,5E2 RESEARCH METHODS
ME5E2,5E2:RESEARCH METHODS
ME5E3,5E3 INNOVATION IN PRODUCT DEVELOPMENT
ME5E4,5E4 INTRODUCTION TO COMPUTATIONAL FLUID MECHANICS
EE5M01,5M01 INTEGRATED SYSTEMS DESIGN
EE5M02,5M02 MICROELECTRONIC CIRCUITS
EE5M1,5M1 MANAGEMENT FOR ENGINEERS
ME5M01,5M1 MECHANICS OF SOLIDS
ME5M12,5M12 ACOUSTICS
ME5M13,5M13 FLUID MECHANICS
EE5M16,5M16 MACHINE LEARNING WITH APPLICATIONS IN MEDIA ENGINEERING
ME5M17,5M17 MULTIBODY DYNAMICS
ME5M19,5M19 BIOMECHANICS
ME5M02,5M2 FORENSIC MATERIALS ENGINEERING
ME5M20,5M20 BIOMATERIALS
ME5M21,5M21 THERMAL ENGINEERING AND TECHNOLOGY
ME5M03,5M3 THERMODYNAMICS
ME5M04,5M4 HEAT TRANSFER
ME5M05,5M5 MANUFACTURING TECHNOLOGY
ME5M06,5M6 MANUFACTURING SYSTEMS AND PROJECT MANAGEMENT
ME5M07,5M7 COMPUTER AIDED ENGINEERING
ME5MM1,5MEMS1 ADVANCED MANUFACTURING II - ADDITIVE MANUFACTURING AND LASER PROCESSING
ME5MM2,5MEMS2 ADVANCED MANUFACTURING
ME5MM3,5MEMS3 SUPPLY CHAIN MANAGEMENT
ME5MM7,5MEMS7 RISK MANAGEMENT AND SAFETY ASSESSMENT SYSTEMS
ME7B13,7B13: ADVANCED CELL AND TISSUE ENGINEERING
ME7B15,7B15: CURRENT RESEARCH TOPICS AND TECHNIQUES IN MEDICAL DEVICE DESIGN
ME7B16,7B16: LABORATORY TECHNIQUES IN CELL AND TISSUE ENGINEERING
ME7B18,7B18: CASE STUDY/DESIGN/INNOVATION
EE7E01,7E1 RESEARCH PROJECT
ET7232,A CONTEMPORARY AND HISTORICAL OVERVIEW OF EARLY INTERVENTION
HE234F,"A SURVEY OF ISLAMIC THEOLOGY, MYSTICISM AND PHILOSOPHY"
HE2343,"A SURVEY OF ISLAMIC THEOLOGY, MYSTICISM AND PHILOSOPHY FROM ITS ORIGINSTO THE MO"
BCRE09,"A SURVEY OF ISLAMIC THEOLOGY, PHILOSOPHY, AND MYSTICISM (SUFISM) FROM ITS ORIGIN"
EN4469,A THOUSAND PLATEAUS
EN4434,A WORK OF ONES OWN: WOMEN'S FICTION BETWEEN WARS
HI7202,A WORLD HISTORY OF COMMUNISM
PS7090,"ABA DEFINITIONS, CHARACTERISTICS & BASIC PRINCIPLES"
ET7253,ACADEMIC LITERACY AND RESEARCH METHODS
PS1005,ACADEMIC SKILLS TUTORIALS 1
PS2005,ACADEMIC SKILLS TUTORIALS 2
MS1022,ACADEMIC WRITING IN ARTS & SOCIAL SCIENCES
YA1021,ACADEMIC WRITING IN ARTS AND SOCIAL SCIENCES
OR1511,ACCESS/ESF APPLICATION
SS8006,ACCESSING RESOURCES
BU7123,ACCOUNTING IN PRACTICE
DR3494,ACTING
LR1001,Acting and Text 1
LR2001,ACTING AND TEXT 2
NU3G06,ACUTE CARE NURSING
NUU34005,ACUTE CARE NURSING
MUS168,ADAPTATION: THEORY AND PRACTICE
CS7IS5,ADAPTIVE APPLICATIONS
PH4008,ADDICTION PHARMACY
PCP17006,ADDICTION PSYCHOPHARMACOLOGY
PCP17009,"ADDICTION RECOVERY: THEORY, TECHNIQUES AND INTERVENTION"
PS3465,ADDICTION: COGNITION AND THE BRAIN
PS3A65,ADDICTION: COGNITION AND THE BRAIN
MA4493,ADDITIONAL PROJECT
NU3E01,ADDRESSING THE HUMAN RIGHTS OF THOSE ON THE MARGINS OF IRISH SOCIETY
NUU33005,ADDRESSING THE HUMAN RIGHTS OF THOSE ON THE MARGINS OF IRISH SOCIETY
OR1H54,ADJUSTMENT TO COLLEGE
LA1233,ADMINISTRATIVE LAW
LA3480,ADMINISTRATIVE LAW
PS7001,ADULT CLINICAL PSYCHOLOGY
LY4003,ADV TOP THEOLOGICAL ETHICS
PS4009,ADVANCED ACADEMIC SKILLS
DR4003,ADVANCED ACTING
NU2S04,ADVANCED ANATOMY AND PHYSIOLOGY
OT2031,ADVANCED ANATOMY AND PHYSIOLOGY
NUU22021,ADVANCED ANATOMY AND PHYSIOLOGY
OTU22008,ADVANCED ANATOMY AND PHYSIOLOGY
NM4018,ADVANCED ARABIC
NM4007,ADVANCED ARABIC TEXTS
NU3G05,ADVANCED BIOLOGICAL SCIENCES AND CLINICAL SKILLS
NUU34004,ADVANCED BIOLOGICAL SCIENCES AND CLINICAL SKILLS
ET8901,ADVANCED BUSINESS STUDIES PEDAGOGY AND RESEARCH
MA1132,ADVANCED CALCULUS
MA2341,ADVANCED CLASSICAL MECHANICS I
MA2342,ADVANCED CLASSICAL MECHANICS II
MD3005,ADVANCED CLINICAL AND PROFESSIONAL PRACTICE
MDU33003,Advanced Clinical and Professional Practice
SL7027,ADVANCED CLINICAL SKILLS: ACQUIRED COMMUNICATION DISORDERS
SL7019,ADVANCED CLINICAL SKILLS: DEVELOPMENTAL COMMUNICATION DISORDERS
SL7018,ADVANCED CLINICAL SKILLS: DYSPHAGIA
SL7021,ADVANCED CLINICAL SKILLS: VOICE
PS7050,"ADVANCED CLINICAL SUPERVISION, THEORY, SKILLS AND PROCESS"
CHU44701,ADVANCED CMM
CS4021,ADVANCED COMPUTER ARCHITECTURE
CS4521,ADVANCED COMPUTER ARCHITECTURE
DR4037,ADVANCED COSTUME
DR4043,ADVANCED COSTUME
PS8021,ADVANCED COUNSELLING AND PSYCHOTHERAPY THEORY AND ITS APPLICATION
PS9021,ADVANCED COUNSELLING PSYCHOLOGY THEORY AND ITS APPLICATION
DE7001,ADVANCED DENTAL SCIENCE CORE COURSES
DR4015,ADVANCED DEVISING
DR4038,ADVANCED DEVISING
CM8604,ADVANCED DIAGNOSTIC AND INVASIVE CARDIOLOGY
CM7230,ADVANCED DIAGNOSTICS AND THERAPEUTICS
FSS025,ADVANCED DIGITAL VIDEO PRODUCTION
DR4004,ADVANCED DIRECTING
DR4040,ADVANCED DIRECTING
DR4021,ADVANCED DRAMA AND COMMUNITY
PH4004,ADVANCED DRUG DELIVERY
ET8902,ADVANCED ENGLISH PEDAGOGY AND RESEARCH
LA3444,ADVANCED EUROPEAN UNION LAW
PT4001,ADVANCED EXERCISE PRESCRIPTION
PTU44009,ADVANCED EXERCISE PRESCRIPTION
BU7118,ADVANCED FINANCIAL MANAGEMENT
ET8903,ADVANCED GEOGRAPHY PEDAGOGY AND RESEARCH
CL3355,ADVANCED GREEK
CL2255,ADVANCED GREEK
NM4006,ADVANCED HEBREW TEXTS
ET8904,ADVANCED HISTORY PEDAGOGY AND RESEARCH
CM4757,ADVANCED IMAGE INTERPRETATION
CMU44001,ADVANCED IMAGE INTERPRETATION
DR4033,ADVANCED INDEPENDENT PROJECT
PS3426,ADVANCED INDIVIDUAL DIFFERENCES
CS4104,ADVANCED INFORMATION SYSTEMS
CHU44104,ADVANCED INORGANIC CHEMISTRY 1
CHU44105,ADVANCED INORGANIC CHEMISTRY 2
CH4104,ADVANCED INORGANIC CHEMISTRY I
CH4105,ADVANCED INORGANIC II
MU7011,ADVANCED INSTRUMENTATION
ET8905,ADVANCED IRISH LANGUAGE PEDAGOGY AND RESEARCH
PS7011,ADVANCED ISSUES IN CLINICAL PSYCHOLOGY
ET7204,ADVANCED ISSUES IN DRAMA IN EDUCATION
NU7108,ADVANCED KNOWLEDGE TRANSLATION PRACTICUM AGEING AND INTELLECTUAL DISABILITY
CL2275,ADVANCED LATIN
CL3375,ADVANCED LATIN
PS7035,ADVANCED LIFESPAN DEVELOPMENTAL PSYCHOLOGY - THEORY AND PRACTICE
DR4016,ADVANCED LIGHTING DESIGN
CHU44601,ADVANCED MATERIALS CHEMISTRY
ET8906,ADVANCED MATHEMATICS PEDAGOGY AND RESEARCH
CHU44401,ADVANCED MEDCHEM 1
CHU44402,ADVANCED MEDCHEM 2
CH4401,ADVANCED MEDICINAL CHEMISTRY I
CH4402,ADVANCED MEDICINAL CHEMISTRY II
CH4403,ADVANCED MEDICINAL CHEMISTRY III
CH4404,ADVANCED MEDICINAL CHEMISTRY IV
CH4405,ADVANCED MEDICINAL CHEMISTRY V
ET8907,ADVANCED MODERN LANGUAGE PEDAGOGY AND RESEARCH
CH4702,ADVANCED MOLECULAR MODELLING II
CH4703,ADVANCED MOLECULAR MODELLING III
CH4701,ADVANCED MOLECULAR NODELLING I
DE7008,ADVANCED MULTIDISCIPLINARY ORTHO TREATMENT PROCEDURES
ET8908,ADVANCED MUSIC PEDAGOGY AND RESEARCH
NU7533,ADVANCED NURSING MANAGEMENT OF A PATIENT WITH CARDIOVASCULAR DYSFUNCTION
CMU44005,ADVANCED NUTRITION AND DIETETICS
CM4000,ADVANCED NUTRITION DIETETICS
OT4036,ADVANCED OCCUPATIONAL THERAPY THEORY
OTU44009,ADVANCED OCCUPATIONAL THERAPY THEORY
CHU44112,ADVANCED ORGANIC TRANSFORMATIONS 1
CHU44113,ADVANCED ORGANIC TRANSFORMATIONS 1 & 2
CH4113,ADVANCED ORGANIC TRANSFORMATIONS 2
CH4112,ADVANCED ORGANIC TRANSFORMATIONS I
DE7007,ADVANCED ORTHO TECHNIQUES
PS7097,ADVANCED PEER GROUP SUPERVISION
DR4020,ADVANCED PERFORMANCE AND TECHNOLOGY
PS3469,ADVANCED PERSONALITY AND INDIVIDUAL DIFFERENCES
PS3A69,ADVANCED PERSONALITY AND INDIVIDUAL DIFFERENCES (VS)
PHU44102,"Advanced Pharmaceutical Chemistry, Drug Discovery and Design"
PTU44011,ADVANCED PHYIOTHERAPY PRACTICE
NU7515,ADVANCED PHYSICAL ASSESSMENT (ANP)
CHU44167,ADVANCED PHYSICAL CHEMISTRY
CH4106,ADVANCED PHYSICAL CHEMISTRY I
CH4107,ADVANCED PHYSICAL CHEMISTRY II
PT4005,ADVANCED PHYSIOTHERAPY PRACTICE
DR4005,ADVANCED PLAYWRITING
DR4039,ADVANCED PLAYWRITING
NU7513,ADVANCED PRACTICE IN EMERGENCY CARE [THEORY AND CLINICAL PRACTICUM]
NU7520,ADVANCED PRACTICE IN THE CLINICAL PRACTICUM WITH DEFINED PATHWAYS
OT4037,ADVANCED PRACTICE MODULE
OTU44010,ADVANCED PRACTICE MODULE
ET7811,ADVANCED PROGRAMMING WITH PYTHON
PS3412,ADVANCED PSYCHOLOGY OF LANGUAGE
PS3A12,ADVANCED PSYCHOLOGY OF LANGUAGE VS
